material_id,packaging_type,material_type,suitable_product_categories,recommended_packaging_use_cases,supplier_region,recyclability_,recyclability_category,recycled_content_,reusability_,biodegradation_time_days_,end_of_life_disposal_,carbon_footprint_kg_co2_unit_,co2_emission_per_kg_estimated_,waste_reduction_impact_,sustainability_target_progress_,strength,moisture_resistance_score,thermal_resistance_score,cost_per_unit_usd_,annual_usage_units_,total_material_weight_tons_,supplier_sustainability_compliance_,co2_impact_index,cost_efficiency_index,material_suitability_score
MAT_0164,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,LATAM,88,Medium,48.0,93.0,55740.0,11.0,1.14,1.41,78.0,90.0,7.0,8.0,6.0,14.93,52219.0,1018.0,97.0,56.056856997465395,42.41921477215595,44.49999999999999
MAT_0165,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",EU,86,High,72.0,97.0,113063.0,7.0,3.61,3.09,83.0,73.0,8.0,9.0,9.0,24.22,23853.0,5010.0,84.0,41.64170899737593,55.524484948378216,77.60309278350516
MAT_0166,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,99,High,81.0,50.0,230.0,5.0,0.86,0.51,62.0,85.0,6.0,3.0,4.0,3.07,98791.0,732.0,83.0,66.26882432050684,55.781955393841386,36.86769759450171
MAT_0167,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,EU,98,High,91.0,30.0,165.0,3.0,0.54,0.3,67.0,95.0,3.0,3.0,3.0,2.4,72166.0,569.0,79.0,68.41961779110251,45.83465856964947,18.747422680412374
MAT_0168,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,EU,90,Medium,38.0,88.0,86202.0,12.0,1.06,1.42,75.0,81.0,8.0,7.0,7.0,12.02,60655.0,1239.0,94.0,62.327522717139594,51.61489881320082,51.685567010309285
MAT_0169,Bubble Wrap (Minimal Use),Plastic,"Low-Value Goods, Secondary Protection for Non-Fragile Items",Surface protection during transit; minimal void-fill,APAC,77,Medium,29.0,8.0,60573.0,26.0,2.02,1.57,32.0,60.0,8.0,9.0,7.0,1.26,30357.0,211.0,70.0,47.373350212358524,62.101874272887,44.62027491408934
MAT_0170,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EMEA,95,Medium,50.0,96.0,22097.0,11.0,1.17,1.45,80.0,86.0,8.0,7.0,6.0,14.65,49673.0,995.0,86.0,54.58314475614131,46.04819006880862,50.008591065292094
MAT_0171,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,LATAM,100,High,87.0,31.0,141.0,3.0,0.51,0.28,68.0,91.0,1.0,2.0,3.0,1.6,73892.0,525.0,85.0,70.01831532326545,40.144364765347184,7.111683848797251
MAT_0172,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,APAC,97,High,76.0,51.0,332.0,5.0,0.79,0.51,59.0,86.0,4.0,5.0,4.0,2.94,102220.0,740.0,84.0,64.95247428692875,49.36582318025617,25.5893470790378
MAT_0173,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,96,High,77.0,47.0,152.0,5.0,0.79,0.5,60.0,86.0,6.0,5.0,3.0,3.06,99778.0,745.0,86.0,64.39051722596237,55.876331067355935,36.957044673539514
MAT_0174,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,87,Medium,48.0,96.0,33525.0,10.0,1.21,1.4,81.0,87.0,9.0,7.0,6.0,15.74,52785.0,1053.0,97.0,51.82600768055071,48.03939002847432,56.07388316151203
MAT_0175,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,99,High,81.0,52.0,242.0,5.0,0.8,0.52,63.0,93.0,6.0,3.0,5.0,3.14,103063.0,782.0,88.0,66.13614222109203,55.976389354194076,37.21134020618556
MAT_0176,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,AMERICAS,88,Medium,36.0,88.0,41490.0,12.0,0.9,1.48,74.0,84.0,7.0,7.0,7.0,12.7,60528.0,1117.0,86.0,52.741429177134066,46.48500209446237,45.18041237113402
MAT_0177,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,92,Medium,48.0,93.0,42939.0,11.0,1.14,1.4,77.0,88.0,9.0,7.0,7.0,14.61,48925.0,1033.0,98.0,56.72679967952949,49.67412615684296,55.93642611683849
MAT_0178,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EMEA,95,High,77.0,48.0,275.0,5.0,0.92,0.52,65.0,88.0,6.0,4.0,5.0,3.18,100778.0,819.0,92.0,63.474970151404996,56.1386077031923,37.46563573883161
MAT_0179,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",APAC,94,High,71.0,97.0,99557.0,8.0,3.58,3.13,83.0,73.0,9.0,9.0,9.0,25.68,19707.0,5063.0,94.0,44.18753310086833,56.910382926150064,83.6340206185567
MAT_0180,Bubble Wrap (Minimal Use),Plastic,"Low-Value Goods, Secondary Protection for Non-Fragile Items",Surface protection during transit; minimal void-fill,APAC,78,Medium,30.0,8.0,64044.0,26.0,2.07,1.6,33.0,60.0,7.0,8.0,6.0,1.26,30357.0,211.0,70.0,48.2139081754793,58.768540939553674,38.95360824742267
MAT_0181,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,98,High,77.0,53.0,153.0,5.0,0.8,0.51,62.0,84.0,5.0,5.0,4.0,2.83,101569.0,765.0,86.0,65.58933692755436,53.02170371909608,31.42783505154639
MAT_0182,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,89,Medium,50.0,96.0,28329.0,10.0,1.2,1.37,79.0,85.0,9.0,9.0,7.0,15.75,47124.0,1030.0,95.0,52.698232148039835,47.88437154113322,55.91580756013745
MAT_0183,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,93,Medium,50.0,95.0,30911.0,10.0,1.07,1.48,81.0,86.0,7.0,7.0,6.0,14.68,52156.0,1010.0,95.0,54.31332792114689,42.75920090959509,44.44501718213058
MAT_0184,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,APAC,85,Medium,36.0,94.0,40250.0,12.0,0.96,1.48,74.0,78.0,9.0,9.0,6.0,11.84,60648.0,1118.0,96.0,50.534965533050745,54.49417437895303,56.52061855670104
MAT_0185,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,APAC,99,High,89.0,31.0,104.0,3.0,0.52,0.29,66.0,91.0,2.0,2.0,3.0,1.96,75069.0,637.0,79.0,69.21080791318391,43.59745705409745,13.548109965635739
MAT_0186,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,97,High,81.0,49.0,209.0,5.0,0.85,0.53,61.0,90.0,5.0,3.0,3.0,3.06,99778.0,745.0,86.0,64.66263415609892,52.5429977340226,31.29037800687285
MAT_0187,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,90,Medium,48.0,93.0,33525.0,11.0,1.15,1.53,82.0,90.0,7.0,8.0,6.0,15.74,52785.0,1083.0,93.0,52.07516592970896,41.554651803287335,44.946735395188995
MAT_0188,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,APAC,85,Medium,44.0,87.0,35850.0,13.0,1.08,1.48,79.0,83.0,9.0,8.0,8.0,11.55,59371.0,1147.0,89.0,49.80235260243252,55.120698989710505,56.71993127147766
MAT_0189,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",ROW,94,High,72.0,99.0,103598.0,8.0,3.48,2.83,85.0,76.0,8.0,9.0,9.0,24.62,21703.0,5063.0,90.0,48.900775516869686,55.22429124005836,77.96735395189003
MAT_0190,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EMEA,95,Medium,49.0,94.0,76964.0,10.0,1.21,1.45,78.0,82.0,8.0,9.0,6.0,14.65,49673.0,998.0,92.0,63.7186614980118,46.06638291295659,50.02920962199312
MAT_0191,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EMEA,91,Medium,50.0,96.0,40050.0,10.0,1.08,1.48,81.0,90.0,7.0,7.0,6.0,15.25,50106.0,1088.0,96.0,54.50166494529538,42.34643397166138,44.98109965635738
MAT_0192,Bubble Wrap (Minimal Use),Plastic,"Low-Value Goods, Secondary Protection for Non-Fragile Items",Surface protection during transit; minimal void-fill,APAC,62,Medium,23.0,12.0,74533.0,25.0,1.95,1.52,28.0,59.0,8.0,7.0,7.0,1.5,30291.0,257.0,67.0,40.37113191108429,62.00787084352881,44.93642611683849
MAT_0193,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,98,High,77.0,48.0,252.0,5.0,0.88,0.54,64.0,91.0,6.0,4.0,4.0,2.78,100650.0,782.0,85.0,65.20178031445285,56.535829913634636,37.21134020618556
MAT_0194,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,APAC,86,Medium,41.0,86.0,52150.0,13.0,1.07,1.46,79.0,83.0,8.0,9.0,6.0,12.72,59942.0,1268.0,90.0,53.45237744052243,50.702961885496755,51.88487972508591
MAT_0195,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",AMERICAS,88,High,73.0,98.0,157790.0,7.0,3.67,3.13,83.0,72.0,8.0,10.0,9.0,24.33,20573.0,4938.0,91.0,49.88349873466175,54.916916517886804,77.10824742268042
MAT_0196,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,97,High,78.0,51.0,332.0,6.0,0.85,0.52,65.0,86.0,4.0,3.0,3.0,2.94,102220.0,740.0,84.0,64.8177941522486,49.36582318025617,25.5893470790378
MAT_0197,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,ROW,100,High,88.0,34.0,179.0,3.0,0.56,0.3,69.0,96.0,2.0,3.0,4.0,2.5,76742.0,674.0,78.0,69.75528216557872,42.982674626094884,13.802405498281786
MAT_0198,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EMEA,94,Medium,47.0,93.0,33532.0,10.0,1.15,1.47,80.0,91.0,9.0,7.0,6.0,14.4,51174.0,959.0,97.0,55.55107892502787,49.55170966086673,55.427835051546396
MAT_0199,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,96,High,84.0,47.0,355.0,5.0,0.72,0.47,59.0,90.0,5.0,3.0,3.0,3.05,102073.0,901.0,91.0,64.82835772657448,53.504565645256974,32.362542955326454
MAT_0200,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,87,Medium,50.0,95.0,31940.0,11.0,1.15,1.57,80.0,86.0,9.0,8.0,7.0,14.41,47587.0,975.0,89.0,49.272538233027085,49.63319814744921,55.53780068728522
MAT_0201,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,AMERICAS,82,Medium,41.0,89.0,69350.0,12.0,1.01,1.52,78.0,83.0,8.0,8.0,7.0,11.28,62593.0,1284.0,90.0,52.841480512737114,53.03775262538149,51.99484536082475
MAT_0202,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,99,High,80.0,51.0,230.0,5.0,0.73,0.5,62.0,85.0,4.0,4.0,4.0,3.07,98791.0,732.0,83.0,66.40350445518696,49.115288727174715,25.534364261168385
MAT_0203,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,100,High,78.0,47.0,157.0,5.0,0.92,0.53,58.0,90.0,4.0,3.0,3.0,2.77,100871.0,847.0,90.0,66.65397600328252,50.27888155238065,26.324742268041234
MAT_0204,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,LATAM,94,Medium,51.0,96.0,40031.0,10.0,1.13,1.44,79.0,83.0,9.0,9.0,7.0,14.59,44696.0,1041.0,98.0,57.03722192817915,49.75372043898424,55.9914089347079
MAT_0205,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,EU,94,Medium,42.0,94.0,46640.0,12.0,1.06,1.46,75.0,75.0,8.0,8.0,8.0,11.69,54650.0,1189.0,88.0,57.868279581195225,51.82450525688853,51.34192439862544
MAT_0206,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,APAC,90,Medium,47.0,97.0,41427.0,10.0,1.18,1.45,82.0,87.0,9.0,7.0,6.0,15.76,48866.0,1053.0,97.0,54.46831322936486,48.00830999739429,56.07388316151203
MAT_0207,Bubble Wrap (Minimal Use),Plastic,"Low-Value Goods, Secondary Protection for Non-Fragile Items",Surface protection during transit; minimal void-fill,ROW,68,Medium,30.0,12.0,65985.0,25.0,2.05,1.57,32.0,63.0,8.0,9.0,6.0,1.86,30397.0,298.0,69.0,42.27446411701894,61.69706582077716,45.218213058419245
MAT_0208,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,LATAM,84,Medium,40.0,92.0,60408.0,12.0,1.06,1.43,76.0,77.0,9.0,8.0,7.0,12.01,57077.0,1087.0,88.0,53.89806577964889,54.04200139191042,56.307560137457045
MAT_0209,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",APAC,97,High,70.0,98.0,90587.0,8.0,3.58,3.13,83.0,76.0,8.0,10.0,10.0,25.43,21272.0,4976.0,93.0,44.6940017400398,53.43795750102602,77.36941580756015
MAT_0210,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,APAC,90,Medium,52.0,99.0,25270.0,10.0,1.18,1.42,80.0,82.0,7.0,7.0,7.0,14.28,48512.0,1065.0,95.0,52.18216565158739,43.7143370072418,44.82302405498281
MAT_0211,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EMEA,100,High,77.0,48.0,154.0,5.0,0.76,0.51,60.0,91.0,5.0,4.0,4.0,2.98,103323.0,737.0,85.0,66.92283676382645,52.61880360728147,31.235395189003434
MAT_0212,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,AMERICAS,100,High,85.0,32.0,104.0,2.0,0.47,0.3,64.0,95.0,3.0,2.0,3.0,1.83,78051.0,715.0,84.0,69.74279444517045,47.60582453729816,19.750859106529212
MAT_0213,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,96,High,81.0,50.0,201.0,5.0,0.74,0.51,61.0,90.0,5.0,4.0,4.0,2.6,99953.0,717.0,85.0,64.2639957352823,53.088038570148946,31.097938144329895
MAT_0214,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,APAC,84,Medium,42.0,89.0,50911.0,11.0,0.92,1.38,77.0,82.0,7.0,8.0,8.0,11.34,60692.0,1224.0,90.0,52.990188043485645,49.2473223158487,45.91580756013746
MAT_0215,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,LATAM,82,Medium,48.0,93.0,29304.0,11.0,1.18,1.52,79.0,83.0,7.0,9.0,7.0,15.11,51095.0,966.0,93.0,46.173703826478594,41.82415186053755,44.14261168384879
MAT_0216,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,APAC,97,High,75.0,44.0,211.0,5.0,0.85,0.5,61.0,89.0,5.0,4.0,4.0,3.77,98647.0,753.0,93.0,65.06700756601688,51.48817088174275,31.345360824742265
MAT_0217,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,LATAM,93,Medium,50.0,97.0,32911.0,10.0,1.2,1.52,80.0,90.0,8.0,7.0,7.0,14.55,46054.0,1003.0,100.0,54.10761325998009,46.25210447527003,50.0635738831615
MAT_0218,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,LATAM,100,High,92.0,30.0,141.0,3.0,0.5,0.3,65.0,93.0,2.0,2.0,3.0,1.6,73892.0,525.0,85.0,69.74895505390519,43.47769809868052,12.778350515463915
MAT_0219,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EMEA,95,Medium,50.0,96.0,25244.0,11.0,1.18,1.46,78.0,82.0,8.0,7.0,7.0,14.41,49673.0,995.0,86.0,54.97244936979199,46.421150441769,50.008591065292094
MAT_0220,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,99,High,78.0,50.0,197.0,5.0,0.77,0.48,59.0,83.0,5.0,4.0,4.0,3.87,96646.0,743.0,87.0,66.66737012756761,51.27212791251603,31.276632302405496
MAT_0221,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EMEA,100,High,80.0,48.0,252.0,6.0,0.76,0.5,64.0,91.0,4.0,4.0,4.0,2.78,100650.0,782.0,85.0,67.07383418650672,49.86916324696797,25.878006872852232
MAT_0222,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,EU,95,Medium,42.0,87.0,37036.0,13.0,0.92,1.47,72.0,83.0,9.0,9.0,7.0,12.72,57467.0,1176.0,96.0,56.801171889168685,53.47838133162573,56.9192439862543
MAT_0223,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,LATAM,100,High,91.0,33.0,122.0,2.0,0.5,0.29,68.0,91.0,1.0,2.0,3.0,2.02,77375.0,549.0,85.0,69.88047163274857,39.63722686585028,7.276632302405497
MAT_0224,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,APAC,96,High,82.0,50.0,154.0,5.0,0.85,0.5,60.0,90.0,5.0,3.0,4.0,3.22,96860.0,862.0,86.0,64.39085023183992,53.003878407153124,32.09450171821306
MAT_0225,Bubble Wrap (Minimal Use),Plastic,"Low-Value Goods, Secondary Protection for Non-Fragile Items",Surface protection during transit; minimal void-fill,LATAM,73,Medium,30.0,12.0,31602.0,26.0,1.96,1.4,30.0,56.0,9.0,7.0,6.0,1.42,31018.0,171.0,70.0,42.17248919594946,64.94399610227384,50.01202749140893
MAT_0226,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,APAC,85,Medium,38.0,87.0,52407.0,12.0,0.92,1.47,75.0,81.0,9.0,9.0,7.0,12.45,56902.0,1222.0,97.0,52.693821894441285,54.17691869480833,57.235395189003434
MAT_0227,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,APAC,99,High,83.0,49.0,275.0,6.0,0.81,0.5,65.0,89.0,5.0,3.0,5.0,3.18,100778.0,819.0,92.0,66.41099708743192,52.80527436985897,31.798969072164944
MAT_0228,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,100,High,80.0,50.0,230.0,5.0,0.73,0.49,60.0,85.0,5.0,5.0,4.0,3.07,98791.0,732.0,83.0,67.20485125653377,52.44862206050806,31.20103092783505
MAT_0229,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,LATAM,90,Medium,48.0,99.0,42997.0,10.0,1.21,1.52,76.0,82.0,9.0,7.0,7.0,14.94,48860.0,978.0,86.0,53.7869619004836,48.827770167976354,55.55841924398626
MAT_0230,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",AMERICAS,88,High,71.0,97.0,99557.0,8.0,3.6,3.02,83.0,73.0,9.0,9.0,10.0,25.68,19707.0,5063.0,94.0,41.669014582349796,56.910382926150064,83.6340206185567
MAT_0231,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,97,High,77.0,48.0,250.0,5.0,0.72,0.5,61.0,90.0,5.0,4.0,4.0,3.39,100328.0,741.0,87.0,65.07350118062918,52.005920095671456,31.262886597938138
MAT_0232,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,LATAM,100,High,88.0,29.0,133.0,3.0,0.52,0.29,66.0,98.0,2.0,2.0,3.0,1.76,75226.0,663.0,82.0,69.88230316507511,44.06592868084682,13.72680412371134
MAT_0233,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,LATAM,84,Medium,41.0,86.0,52150.0,13.0,1.06,1.48,77.0,78.0,7.0,9.0,8.0,12.72,59942.0,1268.0,90.0,51.84968383782883,47.36962855216342,46.21821305841924
MAT_0234,Bubble Wrap (Minimal Use),Plastic,"Low-Value Goods, Secondary Protection for Non-Fragile Items",Surface protection during transit; minimal void-fill,APAC,62,Medium,23.0,12.0,74533.0,25.0,1.99,1.52,32.0,60.0,7.0,8.0,6.0,1.5,30291.0,257.0,67.0,40.37113191108429,58.67453751019548,39.26975945017182
MAT_0235,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EMEA,100,High,81.0,50.0,201.0,5.0,0.85,0.53,60.0,89.0,6.0,3.0,4.0,2.6,99953.0,717.0,85.0,66.6613021325887,56.421371903482274,36.76460481099656
MAT_0236,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,86,Medium,50.0,96.0,25270.0,11.0,1.15,1.56,76.0,82.0,8.0,8.0,7.0,14.28,48512.0,1065.0,95.0,47.629977099398836,47.04767034057513,50.48969072164948
MAT_0237,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,98,High,77.0,46.0,169.0,5.0,0.78,0.5,58.0,87.0,6.0,4.0,5.0,2.82,96624.0,825.0,90.0,65.72668110925491,56.734433950928796,37.50687285223368
MAT_0238,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,99,High,81.0,52.0,242.0,5.0,0.79,0.53,60.0,90.0,5.0,4.0,4.0,3.14,103063.0,782.0,88.0,66.00146208641189,52.64305602086075,31.544673539518897
MAT_0239,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,LATAM,84,Medium,36.0,94.0,40250.0,13.0,0.92,1.52,79.0,78.0,9.0,9.0,6.0,11.84,60648.0,1118.0,96.0,49.32957832766354,54.49417437895303,56.52061855670104
MAT_0240,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,86,Medium,50.0,95.0,31940.0,10.0,1.17,1.46,83.0,86.0,7.0,7.0,7.0,14.41,47587.0,975.0,89.0,50.08735304784191,42.96653148078254,44.204467353951884
MAT_0241,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,APAC,90,Medium,48.0,93.0,33525.0,11.0,1.18,1.43,80.0,90.0,8.0,7.0,7.0,15.74,52785.0,1053.0,97.0,53.421967276510316,44.70605669514099,50.40721649484535
MAT_0242,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,100,High,82.0,53.0,291.0,5.0,0.78,0.5,59.0,93.0,5.0,4.0,4.0,2.81,97201.0,880.0,85.0,67.08032780111904,53.75017610918157,32.218213058419245
MAT_0243,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,97,High,76.0,51.0,332.0,6.0,0.79,0.53,60.0,86.0,5.0,3.0,4.0,2.94,102220.0,740.0,84.0,64.68311401756847,52.69915651358951,31.256013745704465
MAT_0244,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",AMERICAS,95,High,71.0,97.0,90587.0,8.0,3.58,3.15,83.0,76.0,8.0,9.0,8.0,25.43,21272.0,4976.0,93.0,43.091308137346196,53.43795750102602,77.36941580756015
MAT_0245,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,APAC,94,High,87.0,36.0,171.0,2.0,0.47,0.29,67.0,91.0,3.0,3.0,3.0,1.23,76655.0,523.0,78.0,65.88863027674863,47.373883444229115,18.43127147766323
MAT_0246,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EMEA,90,Medium,48.0,94.0,76964.0,10.0,1.15,1.52,75.0,82.0,9.0,7.0,6.0,14.65,49673.0,998.0,92.0,59.44256722191752,49.39971624628993,55.6958762886598
