material_id,material_type,strength_mpa,weight_capacity_kg,biodegradability_percent,co2_emission_kg_per_kg,recyclability_percent,cost_per_kg,industry_use_case,source_type,confidence_level,co2_emission_norm,biodegradability_norm,recyclability_category,recyclability_score,co2_impact_index,cost_norm,strength_norm,cost_efficiency_index,material_suitability_score
497.0,Mushroom Mycelium Bottle Protector,10.0,7.0,98.0,0.33,60.0,85.0,Bottle Packs,Estimate,Medium,0.0027192386131883097,0.98,C,0.5,84.29123045547247,0.2375886524822695,0.07216494845360824,41.72881479856694,63.01002262701971
498.0,Mushroom Mycelium Electronics Pack,11.0,8.0,98.0,0.34,60.0,88.0,Electronics,Estimate,Medium,0.0033990482664853867,0.98,C,0.5,84.26403806934059,0.24822695035460993,0.08247422680412371,41.71236382247569,62.98820094590813
499.0,Mushroom Mycelium Box Insert,8.0,5.0,98.0,0.31,60.0,80.0,General Packaging,Estimate,Medium,0.0013596193065941549,0.98,C,0.5,84.34561522773623,0.2198581560283688,0.05154639175257732,41.58441178621043,62.965013506973335
500.0,Mushroom Mycelium Block - Heavy,12.0,9.0,96.0,0.36,60.0,90.0,Heavy Goods,Estimate,Medium,0.004758667573079538,0.96,C,0.5,83.60965329707682,0.2553191489361702,0.09278350515463918,41.87321781092345,62.741435554000134
501.0,Seaweed Bioplastic - Snack Film,27.0,7.0,88.0,0.41,65.0,102.0,Snacks,Estimate,Medium,0.00815771583956492,0.88,C,0.5,81.0736913664174,0.2978723404255319,0.24742268041237114,47.477516999341965,64.27560418287969
502.0,Seaweed Bioplastic - Standup Pouch,29.0,8.0,85.0,0.43,65.0,108.0,Snacks,Estimate,Medium,0.009517335146159076,0.85,C,0.5,80.11930659415364,0.3191489361702128,0.26804123711340205,47.444615047159466,63.78196082065655
503.0,Seaweed Bioplastic - Bottle Coating,24.0,6.0,90.0,0.4,65.0,98.0,Bottle Lining,Estimate,Medium,0.007477906186267848,0.9,C,0.5,81.70088375254929,0.28368794326241137,0.21649484536082475,46.64034510492067,64.17061442873498
504.0,Seaweed Bioplastic - Blister Form,31.0,9.0,82.0,0.46,60.0,112.0,Blisters,Estimate,Medium,0.011556764106050308,0.82,C,0.5,79.13772943575799,0.3333333333333333,0.28865979381443296,47.766323024054984,63.45202622990649
505.0,Seaweed Bioplastic - Adhesive Film,26.0,7.0,88.0,0.42,65.0,104.0,Labels,Estimate,Medium,0.008837525492861998,0.88,C,0.5,81.04649898028552,0.3049645390070922,0.23711340206185566,46.60744315273817,63.826971066511845
506.0,Paper Honeycomb Door Filler,21.0,30.0,80.0,1.2,80.0,85.0,Interior Doors,Estimate,Medium,0.06186267845003398,0.8,B,0.75,84.02549286199864,0.2375886524822695,0.18556701030927836,47.39891789135044,65.71220537667455
507.0,Paper Honeycomb Edge Filler,19.0,24.0,80.0,1.1,80.0,78.0,Furniture,Estimate,Medium,0.055064581917063225,0.8,B,0.75,84.29741672331747,0.2127659574468085,0.16494845360824742,47.60912480807195,65.95327076569471
508.0,Paper Honeycomb Pallet Top,22.0,28.0,78.0,1.25,78.0,88.0,Pallet Top,Estimate,Medium,0.06526172671651936,0.78,B,0.75,83.28953093133923,0.24822695035460993,0.1958762886597938,47.382466915259194,65.33599892329921
509.0,Paper Honeycomb Core Panel,23.0,32.0,78.0,1.3,75.0,90.0,Sandwich Panels,Estimate,Medium,0.06866077498300475,0.78,B,0.75,83.15356900067982,0.2553191489361702,0.20618556701030927,47.543320903706956,65.34844495219339
510.0,Recycled Paper Honeycomb Pallet,20.0,26.0,80.0,1.0,85.0,82.0,Pallet,Estimate,Medium,0.04826648538409245,0.8,B,0.75,84.56934058463631,0.22695035460992907,0.17525773195876287,47.415368867441686,65.992354726039
511.0,Bio-PE Cap,60.0,14.0,10.0,1.6,75.0,145.0,Bottle Caps,Estimate,Medium,0.08905506458191706,0.1,B,0.75,61.93779741672331,0.450354609929078,0.5876288659793815,56.86371280251517,59.40075510961924
512.0,Bio-PE Bottle,55.0,15.0,15.0,1.5,75.0,140.0,Bottles,Estimate,Medium,0.08225696804894629,0.15,B,0.75,63.70972127804215,0.4326241134751773,0.5360824742268041,55.17291803758133,59.441319657811746
513.0,Bio-PE Pouch Film,48.0,13.0,20.0,1.4,75.0,135.0,Pouches,Estimate,Medium,0.07545887151597551,0.2,B,0.75,65.48164513936098,0.4148936170212766,0.4639175257731959,52.45119543759596,58.966420288478474
514.0,Bio-PE Shrink Hood,50.0,14.0,20.0,1.45,75.0,138.0,Pallet Hoods,Estimate,Medium,0.0788579197824609,0.2,B,0.75,65.34568320870156,0.425531914893617,0.4845360824742268,52.95020837903049,59.14794579386603
515.0,Bio-PE Liner Bag,45.0,12.0,25.0,1.35,78.0,132.0,Liners,Estimate,Medium,0.07205982324949015,0.25,B,0.75,67.1176070700204,0.40425531914893614,0.4329896907216495,51.43671857863566,59.27716282432803
516.0,Paper-PLA Cup,18.0,10.0,60.0,1.0,75.0,120.0,Hot Cups,Literature,High,0.04826648538409245,0.6,B,0.75,78.56934058463631,0.3617021276595745,0.15463917525773196,39.64685237990788,59.10809648227209
517.0,Paper-PLA Bowl,19.0,11.0,60.0,1.05,75.0,122.0,Bowls,Estimate,Medium,0.051665533650577834,0.6,B,0.75,78.43337865397689,0.36879432624113473,0.16494845360824742,39.80770636835563,59.12054251116626
518.0,Paper-PE Cup,20.0,12.0,5.0,2.4,65.0,90.0,Hot Cups,Literature,High,0.1434398368456832,0.05,C,0.5,50.762406526172676,0.2553191489361702,0.17525773195876287,45.99692915112964,48.37966783865116
519.0,Paper-BioPE Cup,19.0,11.0,30.0,1.7,70.0,110.0,Hot Cups,Estimate,Medium,0.09585316111488781,0.3,B,0.75,67.66587355540449,0.3262411347517731,0.16494845360824742,41.935365942823715,54.800619749114105
520.0,Paper-PLA Lid,17.0,9.0,60.0,0.95,75.0,115.0,Lids,Estimate,Medium,0.04486743711760706,0.6,B,0.75,78.70530251529571,0.34397163120567376,0.14432989690721648,40.017913285077135,59.36160790018643
521.0,FSC Virgin Cardboard,16.0,15.0,5.0,1.14,92.0,46.0,General Packaging,Literature,High,0.057783820530251516,0.05,A,1.0,69.18864717878994,0.09929078014184398,0.13402061855670103,51.73649192074286,60.4625695497664
522.0,FSC Recycled Cardboard,16.0,15.0,5.0,0.82,96.0,41.0,General Packaging,Literature,High,0.03602991162474507,0.05,A,1.0,70.0588035350102,0.08156028368794327,0.13402061855670103,52.62301674343789,61.34091013922404
523.0,FSC Virgin Paper,5.0,5.0,5.0,0.9,87.0,36.0,Light Packaging,Literature,High,0.04146838885112169,0.05,B,0.75,62.34126444595513,0.06382978723404255,0.020618556701030927,47.839438473349425,55.09035145965228
524.0,FSC Recycled Paper,5.0,5.0,5.0,0.6,92.0,31.0,Light Packaging,Literature,High,0.02107409925220938,0.05,A,1.0,70.65703602991162,0.04609929078014184,0.020618556701030927,48.725963296044455,59.69149966297804
525.0,FSC Corrugated Board,16.0,20.0,5.0,1.18,94.0,49.0,Shipping,Literature,High,0.06050305914343983,0.05,A,1.0,69.07987763426242,0.1099290780141844,0.13402061855670103,51.20457702712583,60.142227330694126
526.0,FSC Molded Fiber,10.0,6.0,85.0,0.5,80.0,56.0,Electronics,Literature,High,0.014276002719238614,0.85,B,0.75,87.42895989123046,0.1347517730496454,0.07216494845360824,46.87065877019814,67.1498093307143
527.0,Low-carbon Virgin Cardboard,15.0,15.0,5.0,0.9,90.0,48.0,General Packaging,Estimate,Medium,0.04146838885112169,0.05,A,1.0,69.84126444595513,0.10638297872340426,0.12371134020618557,50.86641807413906,60.3538412600471
528.0,Low-carbon Recycled Cardboard,15.0,15.0,5.0,0.7,95.0,43.0,General Packaging,Estimate,Medium,0.027872195785180146,0.05,A,1.0,70.3851121685928,0.08865248226950355,0.12371134020618557,51.7529428968341,61.06902753271345
529.0,Low-carbon Virgin Paper,5.0,5.0,5.0,0.75,85.0,38.0,Light Packaging,Estimate,Medium,0.03127124405166554,0.05,B,0.75,62.74915023793337,0.07092198581560284,0.020618556701030927,47.48482854427141,55.11698939110239
530.0,Low-carbon Recycled Paper,5.0,5.0,5.0,0.5,92.0,33.0,Light Packaging,Estimate,Medium,0.014276002719238614,0.05,A,1.0,70.92895989123046,0.05319148936170213,0.020618556701030927,48.37135336696644,59.65015662909845
531.0,CO2-optimized PLA,50.0,10.0,80.0,0.4,70.0,130.0,Food Packaging,Estimate,Medium,0.007477906186267848,0.8,B,0.75,86.20088375254929,0.3971631205673759,0.4845360824742268,54.36864809534254,70.28476592394591
532.0,CO2-optimized Compostable Film,35.0,8.0,85.0,0.45,70.0,120.0,Food Packaging,Estimate,Medium,0.01087695445275323,0.85,B,0.75,87.56492182188987,0.3617021276595745,0.32989690721649484,48.40973897784602,67.98733039986794
533.0,Recycled High-Strength PET,65.0,16.0,1.0,1.7,80.0,95.0,High Strength Packs,Estimate,Medium,0.09585316111488781,0.01,B,0.75,58.96587355540448,0.2730496453900709,0.6391752577319587,68.30628061709439,63.63607708624943
534.0,Recycled High-Strength Cardboard,18.0,20.0,5.0,0.85,95.0,47.0,Heavy Boxes,Estimate,Medium,0.038069340584636305,0.05,A,1.0,69.97722637661454,0.10283687943262411,0.15463917525773196,52.590114791255395,61.28367058393496
535.0,High-recycled Corrugated,16.0,20.0,5.0,0.9,98.0,46.0,Shipping,Estimate,Medium,0.04146838885112169,0.05,A,1.0,69.84126444595513,0.09929078014184398,0.13402061855670103,51.73649192074286,60.788878183349
536.0,Recycled Bagasse Board,14.0,9.0,88.0,0.38,82.0,52.0,Food Trays,Estimate,Medium,0.006118286879673693,0.88,B,0.75,88.65526852481305,0.12056737588652482,0.1134020618556701,49.641734298457266,69.14850141163515
537.0,Recycled Molded Fiber,10.0,6.0,88.0,0.45,80.0,53.0,Cushioning,Estimate,Medium,0.01087695445275323,0.88,B,0.75,88.46492182188986,0.12411347517730496,0.07216494845360824,47.40257366381516,67.93374774285252
538.0,Recycled Glass Bottle,90.0,25.0,0.0,2.0,98.0,115.0,Drinks,Estimate,Medium,0.11624745071380013,0.0,A,1.0,65.350101971448,0.34397163120567376,0.8969072164948454,77.64677926445857,71.49844061795329
539.0,Recycled Steel Can,80.0,22.0,0.0,4.0,95.0,95.0,Foods,Estimate,Medium,0.25220938137321547,0.0,A,1.0,59.91162474507138,0.2730496453900709,0.7938144329896907,76.038239379981,67.9749320625262
540.0,Closed-loop PET Bottle,60.0,18.0,1.0,1.5,90.0,100.0,Beverages,Estimate,Medium,0.08225696804894629,0.01,A,1.0,67.00972127804215,0.2907801418439716,0.5876288659793815,64.84243620677049,65.92607874240632
541.0,Closed-loop Cardboard Box,16.0,16.0,5.0,0.7,98.0,45.0,E-commerce,Estimate,Medium,0.027872195785180146,0.05,A,1.0,70.3851121685928,0.09574468085106383,0.13402061855670103,51.91379688528186,61.14945452693733
542.0,Closed-loop Paper Mailer,14.0,8.0,80.0,0.6,98.0,40.0,Mailers,Estimate,Medium,0.02107409925220938,0.8,A,1.0,93.15703602991164,0.07801418439716312,0.1134020618556701,51.76939387292535,72.4632149514185
543.0,Closed-loop HDPE Bottle,65.0,18.0,1.0,2.0,80.0,88.0,Personal Care,Estimate,Medium,0.11624745071380013,0.01,B,0.75,58.15010197144799,0.24822695035460993,0.6391752577319587,69.54741536886743,63.84875867015771
544.0,Closed-loop PP Container,55.0,16.0,1.0,1.9,70.0,78.0,Food Packs,Estimate,Medium,0.10944935418082935,0.01,B,0.75,58.422025832766835,0.2127659574468085,0.5360824742268041,66.16582583899978,62.29392583588331
545.0,Paper-Clay Mix Cup,16.0,9.0,80.0,1.2,70.0,75.0,Hot Cups,Estimate,Medium,0.06186267845003398,0.8,B,0.75,84.02549286199864,0.20212765957446807,0.13402061855670103,46.594647949111646,65.31007040555514
546.0,Paper-Bagasse Mix Board,17.0,10.0,85.0,1.0,75.0,70.0,Cartons,Estimate,Medium,0.04826648538409245,0.85,B,0.75,86.0693405846363,0.18439716312056736,0.14432989690721648,47.99663668933245,67.03298863698437
547.0,Paper-Wheat Straw Mix Board,16.0,9.0,87.0,0.95,78.0,68.0,Cartons,Estimate,Medium,0.04486743711760706,0.87,B,0.75,86.80530251529571,0.1773049645390071,0.13402061855670103,47.83578270088469,67.3205426080902
548.0,Paper-Rice Husk Mix Board,17.0,10.0,85.0,1.0,75.0,72.0,Cartons,Estimate,Medium,0.04826648538409245,0.85,B,0.75,86.0693405846363,0.19148936170212766,0.14432989690721648,47.64202676025444,66.85568367244537
549.0,Paper-Kenaf Mix Board,18.0,11.0,83.0,1.05,72.0,74.0,Cartons,Estimate,Medium,0.051665533650577834,0.83,B,0.75,85.3333786539769,0.19858156028368795,0.15463917525773196,47.8028807487022,66.56812970133954
550.0,Algae-based Bioplastic,40.0,9.0,85.0,0.45,65.0,110.0,Food Packs,Estimate,Medium,0.01087695445275323,0.85,C,0.5,80.06492182188988,0.3262411347517731,0.38144329896907214,52.760108210864956,66.41251501637743
551.0,Algae-based Film,35.0,8.0,88.0,0.42,68.0,105.0,Snacks,Estimate,Medium,0.008837525492861998,0.88,C,0.5,81.04649898028552,0.30851063829787234,0.32989690721649484,51.06931344593112,66.05790621310832
552.0,Algae-based Rigid Tray,42.0,10.0,80.0,0.48,65.0,115.0,Trays,Estimate,Medium,0.012916383412644459,0.8,C,0.5,78.48334466349422,0.34397163120567376,0.4020618556701031,52.90451122322146,65.69392794335783
553.0,Algae-based Coating,30.0,7.0,90.0,0.4,70.0,100.0,Paper Coating,Estimate,Medium,0.007477906186267848,0.9,B,0.75,89.20088375254929,0.2907801418439716,0.27835051546391754,49.378518680997296,69.2897012167733
554.0,Algae-based Laminate,38.0,9.0,82.0,0.46,65.0,112.0,Snacks,Estimate,Medium,0.011556764106050308,0.82,C,0.5,79.13772943575799,0.3333333333333333,0.36082474226804123,51.374570446735405,65.25614994124669
555.0,Recycled Textile Padding,12.0,8.0,85.0,0.6,70.0,50.0,Padding,Estimate,Medium,0.02107409925220938,0.85,B,0.75,87.15703602991162,0.11347517730496454,0.09278350515463918,48.96541639248373,68.06122621119768
556.0,Recycled Denim Padding,14.0,9.0,88.0,0.65,68.0,55.0,Padding,Estimate,Medium,0.02447314751869477,0.88,C,0.5,80.42107409925222,0.13120567375886524,0.1134020618556701,49.109819404840245,64.76544675204623
557.0,Recycled Wool Padding,16.0,10.0,90.0,0.7,72.0,60.0,Insulating Packs,Estimate,Medium,0.027872195785180146,0.9,B,0.75,88.3851121685928,0.14893617021276595,0.13402061855670103,49.25422241719675,68.81966729289478
558.0,Bio-based Polyester Padding,15.0,9.0,30.0,1.8,50.0,75.0,Insulating Packs,Estimate,Medium,0.1026512576478586,0.3,C,0.5,59.893949694085656,0.20212765957446807,0.12371134020618557,46.079184031585875,52.986566862835765
559.0,Cellulose Fiber Padding,10.0,7.0,90.0,0.8,80.0,55.0,Padding,Estimate,Medium,0.034670292318150914,0.9,B,0.75,88.11318830727396,0.13120567375886524,0.07216494845360824,47.047963734737145,67.58057602100556
560.0,Recycled PET Fiber Padding,16.0,10.0,1.0,1.6,70.0,65.0,Padding,Estimate,Medium,0.08905506458191706,0.01,B,0.75,59.237797416723325,0.16666666666666666,0.13402061855670103,48.36769759450172,53.80274750561252
561.0,Low-density EPS,10.0,8.0,0.0,4.5,10.0,35.0,Protective,Estimate,Medium,0.2861998640380693,0.0,D,0.25,36.05200543847723,0.06028368794326241,0.07216494845360824,50.594063025517286,43.323034231997255
562.0,High-density EPS,20.0,14.0,0.0,5.5,10.0,45.0,Protective,Estimate,Medium,0.354180829367777,0.0,D,0.25,33.332766825288914,0.09574468085106383,0.17525773195876287,53.975652555384954,43.654209690336934
563.0,Graphite EPS,22.0,15.0,0.0,6.0,10.0,50.0,Insulating,Estimate,Medium,0.38817131203263083,0.0,D,0.25,31.973147518694766,0.11347517730496454,0.1958762886597938,54.12005556774147,43.04660154321812
564.0,PLA-EPS Hybrid Foam,18.0,12.0,40.0,3.0,30.0,70.0,Protective,Estimate,Medium,0.18422841604350781,0.4,D,0.25,52.13086335825968,0.18439716312056736,0.15463917525773196,48.512100606858226,50.32148198255895
565.0,Compostable Foam from PLA-Starch,15.0,10.0,80.0,1.5,50.0,80.0,Protective,Estimate,Medium,0.08225696804894629,0.8,C,0.5,75.70972127804215,0.2198581560283688,0.12371134020618557,45.19265920889084,60.4511902434665
566.0,Paper-starch Loose Fill,9.0,7.0,90.0,0.8,75.0,60.0,Loose Fill,Estimate,Medium,0.034670292318150914,0.9,B,0.75,88.11318830727396,0.14893617021276595,0.061855670103092786,45.645974994516344,66.87958165089515
567.0,Bio-based PU Foam High,18.0,12.0,30.0,3.3,40.0,95.0,Protective,Estimate,Medium,0.2046227056424201,0.3,D,0.25,48.31509177430319,0.2730496453900709,0.15463917525773196,44.079476493383055,46.19728413384313
568.0,Waste-paper Molded Inserts,9.0,6.0,85.0,0.7,85.0,45.0,Inserts,Estimate,Medium,0.027872195785180146,0.85,B,0.75,86.8851121685928,0.09574468085106383,0.061855670103092786,48.30554946260145,67.59533081559712
569.0,Recycled Newsprint Molded Inserts,8.0,5.0,85.0,0.6,90.0,40.0,Inserts,Estimate,Medium,0.02107409925220938,0.85,A,1.0,94.65703602991162,0.07801418439716312,0.05154639175257732,48.676610367770714,71.66682319884117
570.0,Thin Recycled Glass Sheet,50.0,12.0,0.0,1.8,98.0,130.0,Display,Estimate,Medium,0.1026512576478586,0.0,A,1.0,65.89394969408566,0.3971631205673759,0.4845360824742268,54.36864809534254,60.13129889471411
571.0,Thick Recycled Glass Sheet,70.0,18.0,0.0,2.2,98.0,145.0,Display,Estimate,Medium,0.12984364377974167,0.0,A,1.0,64.80625424881033,0.450354609929078,0.6907216494845361,62.0183519777729,63.412303113291614
572.0,Recycled Glass Microsphere Filler,60.0,10.0,0.0,1.5,98.0,120.0,Filler,Estimate,Medium,0.08225696804894629,0.0,A,1.0,66.70972127804215,0.3617021276595745,0.5876288659793815,61.296336915990345,64.00302909701625
573.0,Glass-particulate Filled PP,65.0,16.0,1.0,3.0,40.0,90.0,Durables,Estimate,Medium,0.18422841604350781,0.01,D,0.25,40.430863358259685,0.2553191489361702,0.6391752577319587,69.19280543978942,54.811834399024555
574.0,Glass-particulate Filled PLA,60.0,14.0,70.0,1.2,60.0,130.0,Durables,Estimate,Medium,0.06186267845003398,0.7,C,0.5,73.52549286199864,0.3971631205673759,0.5876288659793815,59.52328727060028,66.52439006629946
575.0,Wood-plastic Composite (WPC),50.0,20.0,10.0,2.5,40.0,80.0,Pallet Decks,Estimate,Medium,0.15023793337865396,0.1,D,0.25,44.49048266485384,0.2198581560283688,0.4845360824742268,63.23389632229291,53.862189493573375
576.0,Recycled WPC,50.0,20.0,10.0,2.0,50.0,75.0,Pallet Decks,Estimate,Medium,0.11624745071380013,0.1,C,0.5,53.35010197144799,0.20212765957446807,0.4845360824742268,64.12042114498794,58.73526155821797
577.0,Paper-based Edge Protector,18.0,14.0,80.0,1.0,85.0,60.0,Edge Protection,Estimate,Medium,0.04826648538409245,0.8,B,0.75,84.56934058463631,0.14893617021276595,0.15463917525773196,50.2851502522483,67.42724541844231
578.0,Recycled Paper-based Edge Protector,18.0,14.0,82.0,0.9,90.0,55.0,Edge Protection,Estimate,Medium,0.04146838885112169,0.82,A,1.0,92.94126444595514,0.13120567375886524,0.15463917525773196,51.17167507494334,72.05646976044923
579.0,Virgin Plastic Edge Protector (PP),55.0,20.0,1.0,2.5,30.0,50.0,Edge Protection,Estimate,Medium,0.15023793337865396,0.01,D,0.25,41.79048266485385,0.11347517730496454,0.5360824742268041,71.130364846092,56.46042375547292
580.0,Recycled Plastic Edge Protector (PP),55.0,20.0,1.0,1.9,50.0,48.0,Edge Protection,Estimate,Medium,0.10944935418082935,0.01,C,0.5,50.92202583276683,0.10638297872340426,0.5360824742268041,71.48497477517,61.20350030396841
581.0,Paper-based Corner Board,16.0,12.0,80.0,0.95,88.0,55.0,Corner Protection,Estimate,Medium,0.04486743711760706,0.8,B,0.75,84.70530251529573,0.13120567375886524,0.13402061855670103,50.140747239891795,67.42302487759376
582.0,Recycled Paper-based Corner Board,16.0,12.0,82.0,0.85,92.0,50.0,Corner Protection,Estimate,Medium,0.038069340584636305,0.82,A,1.0,93.07722637661455,0.11347517730496454,0.13402061855670103,51.027272062586825,72.05224921960068
583.0,Bio-based Corner Protector,20.0,14.0,35.0,1.7,60.0,80.0,Corner Protection,Estimate,Medium,0.09585316111488781,0.35,C,0.5,61.66587355540448,0.2198581560283688,0.17525773195876287,47.76997879651971,54.71792617596209
584.0,Paper-organic Fiber Board,18.0,13.0,85.0,1.0,75.0,70.0,Boards,Estimate,Medium,0.04826648538409245,0.85,B,0.75,86.0693405846363,0.18439716312056736,0.15463917525773196,48.512100606858226,67.29072059574726
585.0,Recycled Paper-organic Fiber Board,18.0,13.0,88.0,0.9,80.0,65.0,Boards,Estimate,Medium,0.04146838885112169,0.88,B,0.75,87.24126444595514,0.16666666666666666,0.15463917525773196,49.39862542955326,68.3199449377542
586.0,Virgin Cardboard - Pharma Folding Box,15.0,12.0,5.0,1.1,90.0,45.0,Pharma,Estimate,Medium,0.055064581917063225,0.05,A,1.0,69.29741672331747,0.09574468085106383,0.12371134020618557,51.39833296775609,60.34787484553678
587.0,Recycled Cardboard - Pharma Folding Box,15.0,12.0,5.0,0.8,95.0,40.0,Pharma,Estimate,Medium,0.034670292318150914,0.05,A,1.0,70.11318830727397,0.07801418439716312,0.12371134020618557,52.28485779045112,61.19902304886254
588.0,Virgin Paper - Pharma Leaflet,5.0,4.0,5.0,0.9,85.0,35.0,Pharma Inserts,Estimate,Medium,0.04146838885112169,0.05,B,0.75,62.34126444595513,0.06028368794326241,0.020618556701030927,48.01674343788843,55.17900394192178
589.0,Recycled Paper - Pharma Leaflet,5.0,4.0,5.0,0.6,90.0,30.0,Pharma Inserts,Estimate,Medium,0.02107409925220938,0.05,A,1.0,70.65703602991162,0.0425531914893617,0.020618556701030927,48.90326826058347,59.78015214524754
590.0,Blister Pack PET-Alu,65.0,18.0,1.0,7.0,30.0,160.0,Pharma,Literature,High,0.45615227736233854,0.01,D,0.25,29.55390890550646,0.5035460992907801,0.6391752577319587,56.781457922058934,43.1676834137827
591.0,Blister Pack PVC-Alu,60.0,16.0,1.0,8.0,10.0,120.0,Pharma,Literature,High,0.5241332426920462,0.01,D,0.25,26.83467029231815,0.3617021276595745,0.5876288659793815,61.296336915990345,44.065503604154244
592.0,Recyclable Blister PET-PET,65.0,18.0,1.0,3.0,40.0,150.0,Pharma,Estimate,Medium,0.18422841604350781,0.01,D,0.25,40.430863358259685,0.46808510638297873,0.6391752577319587,58.554507567449,49.49268546285434
593.0,Paper Blister with PLA Window,30.0,12.0,70.0,1.2,70.0,140.0,Pharma,Estimate,Medium,0.06186267845003398,0.7,B,0.75,81.02549286199864,0.4326241134751773,0.27835051546391754,42.286320099437006,61.655906480717825
594.0,Paper Blister with Cellulose Window,28.0,11.0,80.0,1.0,72.0,135.0,Pharma,Estimate,Medium,0.04826648538409245,0.8,B,0.75,84.56934058463631,0.4148936170212766,0.25773195876288657,42.1419170870805,63.355628835858404
595.0,Paper-stick Pack,15.0,8.0,75.0,0.9,85.0,50.0,Stick Packs,Estimate,Medium,0.04146838885112169,0.75,B,0.75,83.34126444595513,0.11347517730496454,0.12371134020618557,50.51180814506105,66.9265362955081
596.0,Plastic-stick Pack (PET/PE),50.0,12.0,1.0,3.0,30.0,70.0,Stick Packs,Estimate,Medium,0.18422841604350781,0.01,D,0.25,40.430863358259685,0.18439716312056736,0.4845360824742268,65.00694596768297,52.718904662971326
597.0,Bio-based-stick Pack,40.0,10.0,40.0,1.8,50.0,90.0,Stick Packs,Estimate,Medium,0.1026512576478586,0.4,C,0.5,62.89394969408566,0.2553191489361702,0.38144329896907214,56.3062075016451,59.60007859786538
598.0,Recyclable Mono-PE Stick Pack,45.0,11.0,1.0,2.5,50.0,85.0,Stick Packs,Estimate,Medium,0.15023793337865396,0.01,C,0.5,49.29048266485384,0.2375886524822695,0.4329896907216495,59.770051911969006,54.53026728841142
599.0,Recycled Mono-PE Stick Pack,45.0,11.0,1.0,1.9,65.0,80.0,Stick Packs,Estimate,Medium,0.10944935418082935,0.01,C,0.5,50.92202583276683,0.2198581560283688,0.4329896907216495,60.656576734664036,55.78930128371543
600.0,Virgin PP Rigid Cup,50.0,13.0,1.0,2.6,40.0,75.0,Food Cups,Literature,High,0.15703602991162474,0.01,D,0.25,41.518558803535015,0.20212765957446807,0.4845360824742268,64.12042114498794,52.81948997426148
601.0,Recycled PP Rigid Cup,50.0,13.0,1.0,1.9,55.0,72.0,Food Cups,Estimate,Medium,0.10944935418082935,0.01,C,0.5,50.92202583276683,0.19148936170212766,0.4845360824742268,64.65233603860496,57.787180935685896
602.0,Virgin HIPS Cup,45.0,12.0,1.0,3.0,10.0,65.0,Dairy Cups,Literature,High,0.18422841604350781,0.01,D,0.25,40.430863358259685,0.16666666666666666,0.4329896907216495,63.31615120274914,51.87350728050441
603.0,Recycled HIPS Cup,45.0,12.0,1.0,2.1,30.0,60.0,Dairy Cups,Estimate,Medium,0.1230455472467709,0.01,D,0.25,42.87817811012917,0.14893617021276595,0.4329896907216495,64.20267602544418,53.54042706778667
604.0,PLA Rigid Cup,50.0,10.0,80.0,0.6,70.0,120.0,Dairy Cups,Estimate,Medium,0.02107409925220938,0.8,B,0.75,85.65703602991162,0.3617021276595745,0.4845360824742268,56.141697740732624,70.89936688532212
605.0,Paper Cup with Bio-liner,18.0,9.0,60.0,1.1,75.0,115.0,Dairy Cups,Estimate,Medium,0.055064581917063225,0.6,B,0.75,78.29741672331747,0.34397163120567376,0.15463917525773196,40.533377202602914,59.41539696296019
606.0,Paper-seeded Insert (Plantable),5.0,3.0,95.0,0.5,80.0,80.0,Gift Inserts,Estimate,Medium,0.014276002719238614,0.95,B,0.75,90.42895989123045,0.2198581560283688,0.020618556701030927,40.03802003363311,65.23348996243178
607.0,Seeded Paper Tag,4.0,2.0,95.0,0.45,80.0,75.0,Tags,Estimate,Medium,0.01087695445275323,0.95,B,0.75,90.56492182188987,0.20212765957446807,0.010309278350515464,40.40908093880237,65.48700138034611
608.0,Seeded Cardboard,10.0,6.0,90.0,0.8,80.0,85.0,Gift Boxes,Estimate,Medium,0.034670292318150914,0.9,B,0.75,88.11318830727396,0.2375886524822695,0.07216494845360824,41.72881479856694,64.92100155292044
609.0,Wood Tag,25.0,5.0,60.0,1.5,60.0,70.0,Tags,Estimate,Medium,0.08225696804894629,0.6,C,0.5,69.70972127804215,0.18439716312056736,0.2268041237113402,52.12034802953865,60.9150346537904
610.0,Bamboo Tag,22.0,4.0,85.0,0.9,70.0,80.0,Tags,Estimate,Medium,0.04146838885112169,0.85,B,0.75,86.34126444595513,0.2198581560283688,0.1958762886597938,48.80090663157125,67.57108553876319
611.0,Virgin Cardboard - Cold Chain Box,18.0,18.0,5.0,1.2,90.0,52.0,Cold Chain,Literature,High,0.06186267845003398,0.05,A,1.0,69.02549286199864,0.12056737588652482,0.15463917525773196,51.70358996856036,60.364541415279504
612.0,Recycled Cardboard - Cold Chain Box,18.0,18.0,5.0,0.82,95.0,48.0,Cold Chain,Estimate,Medium,0.03602991162474507,0.05,A,1.0,70.0588035350102,0.10638297872340426,0.15463917525773196,52.41280982671639,61.23580668086329
613.0,PU Insulated Cold Chain Box,30.0,40.0,0.0,4.0,30.0,150.0,Cold Chain,Estimate,Medium,0.25220938137321547,0.0,D,0.25,37.41162474507138,0.46808510638297873,0.27835051546391754,40.51327045404694,38.962447599559155
614.0,EPS Insulated Cold Chain Box,20.0,30.0,0.0,5.0,10.0,70.0,Cold Chain,Literature,High,0.3201903467029232,0.0,D,0.25,34.692386131883076,0.18439716312056736,0.17525773195876287,49.543028441909776,42.117707286896426
