material_id,material_type,strength_mpa,weight_capacity_kg,biodegradability_percent,co2_emission_kg_per_kg,recyclability_percent,cost_per_kg,industry_use_case,source_type,confidence_level,co2_emission_norm,biodegradability_norm,recyclability_category,recyclability_score,co2_impact_index,strength_norm,capacity_norm,cost_norm,inv_cost_norm,cost_efficiency_index
511.0,Bio-PE Cap,60.0,14.0,10.0,1.6,75.0,145.0,Bottle Caps,Estimate,Medium,0.08905506458191706,0.1,B,0.75,61.93779741672331,0.5876288659793815,0.00801068090787717,0.450354609929078,0.549645390070922,40.23483676853923
512.0,Bio-PE Bottle,55.0,15.0,15.0,1.5,75.0,140.0,Bottles,Estimate,Medium,0.08225696804894629,0.15,B,0.75,63.70972127804215,0.5360824742268041,0.008678237650200267,0.4326241134751773,0.5673758865248226,38.72492269432285
513.0,Bio-PE Pouch Film,48.0,13.0,20.0,1.4,75.0,135.0,Pouches,Estimate,Medium,0.07545887151597551,0.2,B,0.75,65.48164513936098,0.4639175257731959,0.007343124165554072,0.4148936170212766,0.5851063829787234,36.33018624525616
514.0,Bio-PE Shrink Hood,50.0,14.0,20.0,1.45,75.0,138.0,Pallet Hoods,Estimate,Medium,0.0788579197824609,0.2,B,0.75,65.34568320870156,0.4845360824742268,0.00801068090787717,0.425531914893617,0.574468085106383,36.85580627939687
515.0,Bio-PE Liner Bag,45.0,12.0,25.0,1.35,78.0,132.0,Liners,Estimate,Medium,0.07205982324949015,0.25,B,0.75,67.1176070700204,0.4329896907216495,0.006675567423230975,0.40425531914893614,0.5957446808510638,35.392195077094826
516.0,Paper-PLA Cup,18.0,10.0,60.0,1.0,75.0,120.0,Hot Cups,Literature,High,0.04826648538409245,0.6,B,0.75,78.56934058463631,0.15463917525773196,0.0053404539385847796,0.3617021276595745,0.6382978723404256,25.49471679867959
517.0,Paper-PLA Bowl,19.0,11.0,60.0,1.05,75.0,122.0,Bowls,Estimate,Medium,0.051665533650577834,0.6,B,0.75,78.43337865397689,0.16494845360824742,0.006008010680907877,0.36879432624113473,0.6312056737588653,25.71434867752309
518.0,Paper-PE Cup,20.0,12.0,5.0,2.4,65.0,90.0,Hot Cups,Literature,High,0.1434398368456832,0.05,C,0.5,50.762406526172676,0.17525773195876287,0.006675567423230975,0.2553191489361702,0.7446808510638299,29.551001832962342
519.0,Paper-BioPE Cup,19.0,11.0,30.0,1.7,70.0,110.0,Hot Cups,Estimate,Medium,0.09585316111488781,0.3,B,0.75,67.66587355540449,0.16494845360824742,0.006008010680907877,0.3262411347517731,0.6737588652482269,26.99094442220394
520.0,Paper-PLA Lid,17.0,9.0,60.0,0.95,75.0,115.0,Lids,Estimate,Medium,0.04486743711760706,0.6,B,0.75,78.70530251529571,0.14432989690721648,0.004672897196261682,0.34397163120567376,0.6560283687943262,25.594233856006298
521.0,FSC Virgin Cardboard,16.0,15.0,5.0,1.14,92.0,46.0,General Packaging,Literature,High,0.057783820530251516,0.05,A,1.0,69.18864717878994,0.13402061855670103,0.008678237650200267,0.09929078014184398,0.900709219858156,32.64244846751873
522.0,FSC Recycled Cardboard,16.0,15.0,5.0,0.82,96.0,41.0,General Packaging,Literature,High,0.03602991162474507,0.05,A,1.0,70.0588035350102,0.13402061855670103,0.008678237650200267,0.08156028368794327,0.9184397163120568,33.17436336113575
523.0,FSC Virgin Paper,5.0,5.0,5.0,0.9,87.0,36.0,Light Packaging,Literature,High,0.04146838885112169,0.05,B,0.75,62.34126444595513,0.020618556701030927,0.0020026702269692926,0.06382978723404255,0.9361702127659575,28.969928757829038
524.0,FSC Recycled Paper,5.0,5.0,5.0,0.6,92.0,31.0,Light Packaging,Literature,High,0.02107409925220938,0.05,A,1.0,70.65703602991162,0.020618556701030927,0.0020026702269692926,0.04609929078014184,0.9539007092198581,29.50184365144606
525.0,FSC Corrugated Board,16.0,20.0,5.0,1.18,94.0,49.0,Shipping,Literature,High,0.06050305914343983,0.05,A,1.0,69.07987763426242,0.13402061855670103,0.012016021361815754,0.1099290780141844,0.8900709219858156,32.42343304269698
526.0,FSC Molded Fiber,10.0,6.0,85.0,0.5,80.0,56.0,Electronics,Literature,High,0.014276002719238614,0.85,B,0.75,87.42895989123046,0.07216494845360824,0.0026702269692923898,0.1347517730496454,0.8652482269503546,28.92415155573374
527.0,Low-carbon Virgin Cardboard,15.0,15.0,5.0,0.9,90.0,48.0,General Packaging,Estimate,Medium,0.04146838885112169,0.05,A,1.0,69.84126444595513,0.12371134020618557,0.008678237650200267,0.10638297872340426,0.8936170212765957,32.0173113760513
528.0,Low-carbon Recycled Cardboard,15.0,15.0,5.0,0.7,95.0,43.0,General Packaging,Estimate,Medium,0.027872195785180146,0.05,A,1.0,70.3851121685928,0.12371134020618557,0.008678237650200267,0.08865248226950355,0.9113475177304965,32.549226269668324
529.0,Low-carbon Virgin Paper,5.0,5.0,5.0,0.75,85.0,38.0,Light Packaging,Estimate,Medium,0.03127124405166554,0.05,B,0.75,62.74915023793337,0.020618556701030927,0.0020026702269692926,0.07092198581560284,0.9290780141843972,28.75716280038223
530.0,Low-carbon Recycled Paper,5.0,5.0,5.0,0.5,92.0,33.0,Light Packaging,Estimate,Medium,0.014276002719238614,0.05,A,1.0,70.92895989123046,0.020618556701030927,0.0020026702269692926,0.05319148936170213,0.9468085106382979,29.28907769399925
531.0,CO2-optimized PLA,50.0,10.0,80.0,0.4,70.0,130.0,Food Packaging,Estimate,Medium,0.007477906186267848,0.8,B,0.75,86.20088375254929,0.4845360824742268,0.0053404539385847796,0.3971631205673759,0.6028368794326241,37.62676330010534
532.0,CO2-optimized Compostable Film,35.0,8.0,85.0,0.45,70.0,120.0,Food Packaging,Estimate,Medium,0.01087695445275323,0.85,B,0.75,87.56492182188987,0.32989690721649484,0.004005340453938585,0.3617021276595745,0.6382978723404256,32.46497267249072
533.0,Recycled High-Strength PET,65.0,16.0,1.0,1.7,80.0,95.0,High Strength Packs,Estimate,Medium,0.09585316111488781,0.01,B,0.75,58.96587355540448,0.6391752577319587,0.009345794392523364,0.2730496453900709,0.7269503546099291,47.65589477935192
534.0,Recycled High-Strength Cardboard,18.0,20.0,5.0,0.85,95.0,47.0,Heavy Boxes,Estimate,Medium,0.038069340584636305,0.05,A,1.0,69.97722637661454,0.15463917525773196,0.012016021361815754,0.10283687943262411,0.8971631205673759,33.460941268185024
535.0,High-recycled Corrugated,16.0,20.0,5.0,0.9,98.0,46.0,Shipping,Estimate,Medium,0.04146838885112169,0.05,A,1.0,69.84126444595513,0.13402061855670103,0.012016021361815754,0.09929078014184398,0.900709219858156,32.7425819788672
536.0,Recycled Bagasse Board,14.0,9.0,88.0,0.38,82.0,52.0,Food Trays,Estimate,Medium,0.006118286879673693,0.88,B,0.75,88.65526852481305,0.1134020618556701,0.004672897196261682,0.12056737588652482,0.8794326241134752,31.059248113518912
537.0,Recycled Molded Fiber,10.0,6.0,88.0,0.45,80.0,53.0,Cushioning,Estimate,Medium,0.01087695445275323,0.88,B,0.75,88.46492182188986,0.07216494845360824,0.0026702269692923898,0.12411347517730496,0.875886524822695,29.243300491903952
538.0,Recycled Glass Bottle,90.0,25.0,0.0,2.0,98.0,115.0,Drinks,Estimate,Medium,0.11624745071380013,0.0,A,1.0,65.350101971448,0.8969072164948454,0.015353805073431242,0.34397163120567376,0.6560283687943262,56.01775387582655
539.0,Recycled Steel Can,80.0,22.0,0.0,4.0,95.0,95.0,Foods,Estimate,Medium,0.25220938137321547,0.0,A,1.0,59.91162474507138,0.7938144329896907,0.01335113484646195,0.2730496453900709,0.7269503546099291,53.96162200327935
540.0,Closed-loop PET Bottle,60.0,18.0,1.0,1.5,90.0,100.0,Beverages,Estimate,Medium,0.08225696804894629,0.01,A,1.0,67.00972127804215,0.5876288659793815,0.010680907877169559,0.2907801418439716,0.7092198581560284,45.102177620171204
541.0,Closed-loop Cardboard Box,16.0,16.0,5.0,0.7,98.0,45.0,E-commerce,Estimate,Medium,0.027872195785180146,0.05,A,1.0,70.3851121685928,0.13402061855670103,0.009345794392523364,0.09574468085106383,0.9042553191489362,32.768858148511825
542.0,Closed-loop Paper Mailer,14.0,8.0,80.0,0.6,98.0,40.0,Mailers,Estimate,Medium,0.02107409925220938,0.8,A,1.0,93.15703602991164,0.1134020618556701,0.004005340453938585,0.07801418439716312,0.9219858156028369,32.31581715593007
543.0,Closed-loop HDPE Bottle,65.0,18.0,1.0,2.0,80.0,88.0,Personal Care,Estimate,Medium,0.11624745071380013,0.01,B,0.75,58.15010197144799,0.6391752577319587,0.010680907877169559,0.24822695035460993,0.75177304964539,48.44062903495514
544.0,Closed-loop PP Container,55.0,16.0,1.0,1.9,70.0,78.0,Food Packs,Estimate,Medium,0.10944935418082935,0.01,B,0.75,58.422025832766835,0.5360824742268041,0.009345794392523364,0.2127659574468085,0.7872340425531915,45.34069407744361
545.0,Paper-Clay Mix Cup,16.0,9.0,80.0,1.2,70.0,75.0,Hot Cups,Estimate,Medium,0.06186267845003398,0.8,B,0.75,84.02549286199864,0.13402061855670103,0.004672897196261682,0.20212765957446807,0.7978723404255319,29.437181870921847
546.0,Paper-Bagasse Mix Board,17.0,10.0,85.0,1.0,75.0,70.0,Cartons,Estimate,Medium,0.04826648538409245,0.85,B,0.75,86.0693405846363,0.14432989690721648,0.0053404539385847796,0.18439716312056736,0.8156028368794326,30.401494600829178
547.0,Paper-Wheat Straw Mix Board,16.0,9.0,87.0,0.95,78.0,68.0,Cartons,Estimate,Medium,0.04486743711760706,0.87,B,0.75,86.80530251529571,0.13402061855670103,0.004672897196261682,0.1773049645390071,0.8226950354609929,30.181862721985674
548.0,Paper-Rice Husk Mix Board,17.0,10.0,85.0,1.0,75.0,72.0,Cartons,Estimate,Medium,0.04826648538409245,0.85,B,0.75,86.0693405846363,0.14432989690721648,0.0053404539385847796,0.19148936170212766,0.8085106382978724,30.188728643382372
549.0,Paper-Kenaf Mix Board,18.0,11.0,83.0,1.05,72.0,74.0,Cartons,Estimate,Medium,0.051665533650577834,0.83,B,0.75,85.3333786539769,0.15463917525773196,0.006008010680907877,0.19858156028368795,0.801418439716312,30.408360522225873
550.0,Algae-based Bioplastic,40.0,9.0,85.0,0.45,65.0,110.0,Food Packs,Estimate,Medium,0.01087695445275323,0.85,C,0.5,80.06492182188988,0.38144329896907214,0.004672897196261682,0.3262411347517731,0.6737588652482269,35.61068483209755
551.0,Algae-based Film,35.0,8.0,88.0,0.42,68.0,105.0,Snacks,Estimate,Medium,0.008837525492861998,0.88,C,0.5,81.04649898028552,0.32989690721649484,0.004005340453938585,0.30851063829787234,0.6914893617021276,34.06071735334177
552.0,Algae-based Rigid Tray,42.0,10.0,80.0,0.48,65.0,115.0,Trays,Estimate,Medium,0.012916383412644459,0.8,C,0.5,78.48334466349422,0.4020618556701031,0.0053404539385847796,0.34397163120567376,0.6560283687943262,35.92353890879145
553.0,Algae-based Coating,30.0,7.0,90.0,0.4,70.0,100.0,Paper Coating,Estimate,Medium,0.007477906186267848,0.9,B,0.75,89.20088375254929,0.27835051546391754,0.0033377837116154874,0.2907801418439716,0.7092198581560284,32.51074987458602
554.0,Algae-based Laminate,38.0,9.0,82.0,0.46,65.0,112.0,Snacks,Estimate,Medium,0.011556764106050308,0.82,C,0.5,79.13772943575799,0.36082474226804123,0.004672897196261682,0.3333333333333333,0.6666666666666667,34.5731766066095
555.0,Recycled Textile Padding,12.0,8.0,85.0,0.6,70.0,50.0,Padding,Estimate,Medium,0.02107409925220938,0.85,B,0.75,87.15703602991162,0.09278350515463918,0.004005340453938585,0.11347517730496454,0.8865248226950355,30.427245100654787
556.0,Recycled Denim Padding,14.0,9.0,88.0,0.65,68.0,55.0,Padding,Estimate,Medium,0.02447314751869477,0.88,C,0.5,80.42107409925222,0.1134020618556701,0.004672897196261682,0.13120567375886524,0.8687943262411347,30.740099177348696
557.0,Recycled Wool Padding,16.0,10.0,90.0,0.7,72.0,60.0,Insulating Packs,Estimate,Medium,0.027872195785180146,0.9,B,0.75,88.3851121685928,0.13402061855670103,0.0053404539385847796,0.14893617021276595,0.851063829787234,31.052953254042603
558.0,Bio-based Polyester Padding,15.0,9.0,30.0,1.8,50.0,75.0,Insulating Packs,Estimate,Medium,0.1026512576478586,0.3,C,0.5,59.893949694085656,0.12371134020618557,0.004672897196261682,0.20212765957446807,0.7978723404255319,29.02481073690123
559.0,Cellulose Fiber Padding,10.0,7.0,90.0,0.8,80.0,55.0,Padding,Estimate,Medium,0.034670292318150914,0.9,B,0.75,88.11318830727396,0.07216494845360824,0.0033377837116154874,0.13120567375886524,0.8687943262411347,29.050561236726836
560.0,Recycled PET Fiber Padding,16.0,10.0,1.0,1.6,70.0,65.0,Padding,Estimate,Medium,0.08905506458191706,0.01,B,0.75,59.237797416723325,0.13402061855670103,0.0053404539385847796,0.16666666666666666,0.8333333333333334,30.521038360425585
561.0,Low-density EPS,10.0,8.0,0.0,4.5,10.0,35.0,Protective,Estimate,Medium,0.2861998640380693,0.0,D,0.25,36.05200543847723,0.07216494845360824,0.004005340453938585,0.06028368794326241,0.9397163120567376,31.198247513464615
562.0,High-density EPS,20.0,14.0,0.0,5.5,10.0,45.0,Protective,Estimate,Medium,0.354180829367777,0.0,D,0.25,33.332766825288914,0.17525773195876287,0.00801068090787717,0.09574468085106383,0.9042553191489362,34.378289280054915
563.0,Graphite EPS,22.0,15.0,0.0,6.0,10.0,50.0,Insulating,Estimate,Medium,0.38817131203263083,0.0,D,0.25,31.973147518694766,0.1958762886597938,0.008678237650200267,0.11347517730496454,0.8865248226950355,34.691143356748825
564.0,PLA-EPS Hybrid Foam,18.0,12.0,40.0,3.0,30.0,70.0,Protective,Estimate,Medium,0.18422841604350781,0.4,D,0.25,52.13086335825968,0.15463917525773196,0.006675567423230975,0.18439716312056736,0.8156028368794326,30.853919139389184
565.0,Compostable Foam from PLA-Starch,15.0,10.0,80.0,1.5,50.0,80.0,Protective,Estimate,Medium,0.08225696804894629,0.8,C,0.5,75.70972127804215,0.12371134020618557,0.0053404539385847796,0.2198581560283688,0.7801418439716312,28.512922545553902
566.0,Paper-starch Loose Fill,9.0,7.0,90.0,0.8,75.0,60.0,Loose Fill,Estimate,Medium,0.034670292318150914,0.9,B,0.75,88.11318830727396,0.061855670103092786,0.0033377837116154874,0.14893617021276595,0.851063829787234,28.106275209089194
567.0,Bio-based PU Foam High,18.0,12.0,30.0,3.3,40.0,95.0,Protective,Estimate,Medium,0.2046227056424201,0.3,D,0.25,48.31509177430319,0.15463917525773196,0.006675567423230975,0.2730496453900709,0.7269503546099291,28.194344671304076
568.0,Waste-paper Molded Inserts,9.0,6.0,85.0,0.7,85.0,45.0,Inserts,Estimate,Medium,0.027872195785180146,0.85,B,0.75,86.8851121685928,0.061855670103092786,0.0026702269692923898,0.09574468085106383,0.9042553191489362,29.681993187670564
569.0,Recycled Newsprint Molded Inserts,8.0,5.0,85.0,0.6,90.0,40.0,Inserts,Estimate,Medium,0.02107409925220938,0.85,A,1.0,94.65703602991162,0.05154639175257732,0.0020026702269692926,0.07801418439716312,0.9219858156028369,29.78151024499728
570.0,Thin Recycled Glass Sheet,50.0,12.0,0.0,1.8,98.0,130.0,Display,Estimate,Medium,0.1026512576478586,0.0,A,1.0,65.89394969408566,0.4845360824742268,0.006675567423230975,0.3971631205673759,0.6028368794326241,37.666816704644724
571.0,Thick Recycled Glass Sheet,70.0,18.0,0.0,2.2,98.0,145.0,Display,Estimate,Medium,0.12984364377974167,0.0,A,1.0,64.80625424881033,0.6907216494845361,0.010680907877169559,0.450354609929078,0.549645390070922,44.43865491782419
572.0,Recycled Glass Microsphere Filler,60.0,10.0,0.0,1.5,98.0,120.0,Filler,Estimate,Medium,0.08225696804894629,0.0,A,1.0,66.70972127804215,0.5876288659793815,0.0053404539385847796,0.3617021276595745,0.6382978723404256,42.814304427545565
573.0,Glass-particulate Filled PP,65.0,16.0,1.0,3.0,40.0,90.0,Durables,Estimate,Medium,0.18422841604350781,0.01,D,0.25,40.430863358259685,0.6391752577319587,0.009345794392523364,0.2553191489361702,0.7446808510638299,48.18780967296894
574.0,Glass-particulate Filled PLA,60.0,14.0,70.0,1.2,60.0,130.0,Durables,Estimate,Medium,0.06186267845003398,0.7,C,0.5,73.52549286199864,0.5876288659793815,0.00801068090787717,0.3971631205673759,0.6028368794326241,41.830581449390294
575.0,Wood-plastic Composite (WPC),50.0,20.0,10.0,2.5,40.0,80.0,Pallet Decks,Estimate,Medium,0.15023793337865396,0.1,D,0.25,44.49048266485384,0.4845360824742268,0.012016021361815754,0.2198581560283688,0.7801418439716312,43.14617925897248
576.0,Recycled WPC,50.0,20.0,10.0,2.0,50.0,75.0,Pallet Decks,Estimate,Medium,0.11624745071380013,0.1,C,0.5,53.35010197144799,0.4845360824742268,0.012016021361815754,0.20212765957446807,0.7978723404255319,43.678094152589495
577.0,Paper-based Edge Protector,18.0,14.0,80.0,1.0,85.0,60.0,Edge Protection,Estimate,Medium,0.04826648538409245,0.8,B,0.75,84.56934058463631,0.15463917525773196,0.00801068090787717,0.14893617021276595,0.851063829787234,31.95780233116261
578.0,Recycled Paper-based Edge Protector,18.0,14.0,82.0,0.9,90.0,55.0,Edge Protection,Estimate,Medium,0.04146838885112169,0.82,A,1.0,92.94126444595514,0.15463917525773196,0.00801068090787717,0.13120567375886524,0.8687943262411347,32.48971722477963
579.0,Virgin Plastic Edge Protector (PP),55.0,20.0,1.0,2.5,30.0,50.0,Edge Protection,Estimate,Medium,0.15023793337865396,0.01,D,0.25,41.79048266485385,0.5360824742268041,0.012016021361815754,0.11347517730496454,0.8865248226950355,48.3995242907777
580.0,Recycled Plastic Edge Protector (PP),55.0,20.0,1.0,1.9,50.0,48.0,Edge Protection,Estimate,Medium,0.10944935418082935,0.01,C,0.5,50.92202583276683,0.5360824742268041,0.012016021361815754,0.10638297872340426,0.8936170212765957,48.61229024822451
581.0,Paper-based Corner Board,16.0,12.0,80.0,0.95,88.0,55.0,Corner Protection,Estimate,Medium,0.04486743711760706,0.8,B,0.75,84.70530251529573,0.13402061855670103,0.006675567423230975,0.13120567375886524,0.8687943262411347,31.62492155219901
582.0,Recycled Paper-based Corner Board,16.0,12.0,82.0,0.85,92.0,50.0,Corner Protection,Estimate,Medium,0.038069340584636305,0.82,A,1.0,93.07722637661455,0.13402061855670103,0.006675567423230975,0.11347517730496454,0.8865248226950355,32.15683644581603
583.0,Bio-based Corner Protector,20.0,14.0,35.0,1.7,60.0,80.0,Corner Protection,Estimate,Medium,0.09585316111488781,0.35,C,0.5,61.66587355540448,0.17525773195876287,0.00801068090787717,0.2198581560283688,0.7801418439716312,30.65488502473577
584.0,Paper-organic Fiber Board,18.0,13.0,85.0,1.0,75.0,70.0,Boards,Estimate,Medium,0.04826648538409245,0.85,B,0.75,86.0693405846363,0.15463917525773196,0.007343124165554072,0.18439716312056736,0.8156028368794326,30.87394584165888
585.0,Recycled Paper-organic Fiber Board,18.0,13.0,88.0,0.9,80.0,65.0,Boards,Estimate,Medium,0.04146838885112169,0.88,B,0.75,87.24126444595514,0.15463917525773196,0.007343124165554072,0.16666666666666666,0.8333333333333334,31.405860735275905
586.0,Virgin Cardboard - Pharma Folding Box,15.0,12.0,5.0,1.1,90.0,45.0,Pharma,Estimate,Medium,0.055064581917063225,0.05,A,1.0,69.29741672331747,0.12371134020618557,0.006675567423230975,0.09574468085106383,0.9042553191489362,32.27638020541244
587.0,Recycled Cardboard - Pharma Folding Box,15.0,12.0,5.0,0.8,95.0,40.0,Pharma,Estimate,Medium,0.034670292318150914,0.05,A,1.0,70.11318830727397,0.12371134020618557,0.006675567423230975,0.07801418439716312,0.9219858156028369,32.80829509902946
588.0,Virgin Paper - Pharma Leaflet,5.0,4.0,5.0,0.9,85.0,35.0,Pharma Inserts,Estimate,Medium,0.04146838885112169,0.05,B,0.75,62.34126444595513,0.020618556701030927,0.0013351134846461949,0.06028368794326241,0.9397163120567376,29.056285034282748
589.0,Recycled Paper - Pharma Leaflet,5.0,4.0,5.0,0.6,90.0,30.0,Pharma Inserts,Estimate,Medium,0.02107409925220938,0.05,A,1.0,70.65703602991162,0.020618556701030927,0.0013351134846461949,0.0425531914893617,0.9574468085106383,29.588199927899772
590.0,Blister Pack PET-Alu,65.0,18.0,1.0,7.0,30.0,160.0,Pharma,Literature,High,0.45615227736233854,0.01,D,0.25,29.55390890550646,0.6391752577319587,0.010680907877169559,0.5035460992907801,0.4964539007092199,40.78105456687003
591.0,Blister Pack PVC-Alu,60.0,16.0,1.0,8.0,10.0,120.0,Pharma,Literature,High,0.5241332426920462,0.01,D,0.25,26.83467029231815,0.5876288659793815,0.009345794392523364,0.3617021276595745,0.6382978723404256,42.93446464116373
592.0,Recyclable Blister PET-PET,65.0,18.0,1.0,3.0,40.0,150.0,Pharma,Estimate,Medium,0.18422841604350781,0.01,D,0.25,40.430863358259685,0.6391752577319587,0.010680907877169559,0.46808510638297873,0.5319148936170213,41.844884354104074
593.0,Paper Blister with PLA Window,30.0,12.0,70.0,1.2,70.0,140.0,Pharma,Estimate,Medium,0.06186267845003398,0.7,B,0.75,81.02549286199864,0.27835051546391754,0.006675567423230975,0.4326241134751773,0.5673758865248226,28.35556423699831
594.0,Paper Blister with Cellulose Window,28.0,11.0,80.0,1.0,72.0,135.0,Pharma,Estimate,Medium,0.04826648538409245,0.8,B,0.75,84.56934058463631,0.25773195876288657,0.006008010680907877,0.4148936170212766,0.5851063829787234,28.042710160304402
595.0,Paper-stick Pack,15.0,8.0,75.0,0.9,85.0,50.0,Stick Packs,Estimate,Medium,0.04146838885112169,0.75,B,0.75,83.34126444595513,0.12371134020618557,0.004005340453938585,0.11347517730496454,0.8865248226950355,31.664358502716645
596.0,Plastic-stick Pack (PET/PE),50.0,12.0,1.0,3.0,30.0,70.0,Stick Packs,Estimate,Medium,0.18422841604350781,0.01,D,0.25,40.430863358259685,0.4845360824742268,0.006675567423230975,0.18439716312056736,0.8156028368794326,44.049795428048974
597.0,Bio-based-stick Pack,40.0,10.0,40.0,1.8,50.0,90.0,Stick Packs,Estimate,Medium,0.1026512576478586,0.4,C,0.5,62.89394969408566,0.38144329896907214,0.0053404539385847796,0.2553191489361702,0.7446808510638299,37.75837110883533
598.0,Recyclable Mono-PE Stick Pack,45.0,11.0,1.0,2.5,50.0,85.0,Stick Packs,Estimate,Medium,0.15023793337865396,0.01,C,0.5,49.29048266485384,0.4329896907216495,0.006008010680907877,0.2375886524822695,0.7624113475177305,40.37216837482514
599.0,Recycled Mono-PE Stick Pack,45.0,11.0,1.0,1.9,65.0,80.0,Stick Packs,Estimate,Medium,0.10944935418082935,0.01,C,0.5,50.92202583276683,0.4329896907216495,0.006008010680907877,0.2198581560283688,0.7801418439716312,40.90408326844216
600.0,Virgin PP Rigid Cup,50.0,13.0,1.0,2.6,40.0,75.0,Food Cups,Literature,High,0.15703602991162474,0.01,D,0.25,41.518558803535015,0.4845360824742268,0.007343124165554072,0.20212765957446807,0.7978723404255319,43.53790723670165
601.0,Recycled PP Rigid Cup,50.0,13.0,1.0,1.9,55.0,72.0,Food Cups,Estimate,Medium,0.10944935418082935,0.01,C,0.5,50.92202583276683,0.4845360824742268,0.007343124165554072,0.19148936170212766,0.8085106382978724,43.857056172871864
602.0,Virgin HIPS Cup,45.0,12.0,1.0,3.0,10.0,65.0,Dairy Cups,Literature,High,0.18422841604350781,0.01,D,0.25,40.430863358259685,0.4329896907216495,0.006675567423230975,0.16666666666666666,0.8333333333333334,42.51985465156291
603.0,Recycled HIPS Cup,45.0,12.0,1.0,2.1,30.0,60.0,Dairy Cups,Estimate,Medium,0.1230455472467709,0.01,D,0.25,42.87817811012917,0.4329896907216495,0.006675567423230975,0.14893617021276595,0.851063829787234,43.05176954517993
604.0,PLA Rigid Cup,50.0,10.0,80.0,0.6,70.0,120.0,Dairy Cups,Estimate,Medium,0.02107409925220938,0.8,B,0.75,85.65703602991162,0.4845360824742268,0.0053404539385847796,0.3617021276595745,0.6382978723404256,38.69059308733938
605.0,Paper Cup with Bio-liner,18.0,9.0,60.0,1.1,75.0,115.0,Dairy Cups,Estimate,Medium,0.055064581917063225,0.6,B,0.75,78.29741672331747,0.15463917525773196,0.004672897196261682,0.34397163120567376,0.6560283687943262,26.006604990026915
606.0,Paper-seeded Insert (Plantable),5.0,3.0,95.0,0.5,80.0,80.0,Gift Inserts,Estimate,Medium,0.014276002719238614,0.95,B,0.75,90.42895989123045,0.020618556701030927,0.0006675567423230974,0.2198581560283688,0.7801418439716312,24.249024289459868
607.0,Seeded Paper Tag,4.0,2.0,95.0,0.45,80.0,75.0,Tags,Estimate,Medium,0.01087695445275323,0.95,B,0.75,90.56492182188987,0.010309278350515464,0.0,0.20212765957446807,0.7978723404255319,24.348541346786575
608.0,Seeded Cardboard,10.0,6.0,90.0,0.8,80.0,85.0,Gift Boxes,Estimate,Medium,0.034670292318150914,0.9,B,0.75,88.11318830727396,0.07216494845360824,0.0026702269692923898,0.2375886524822695,0.7624113475177305,25.839045172755014
609.0,Wood Tag,25.0,5.0,60.0,1.5,60.0,70.0,Tags,Estimate,Medium,0.08225696804894629,0.6,C,0.5,69.70972127804215,0.2268041237113402,0.0020026702269692926,0.18439716312056736,0.8156028368794326,33.600330161645665
610.0,Bamboo Tag,22.0,4.0,85.0,0.9,70.0,80.0,Tags,Estimate,Medium,0.04146838885112169,0.85,B,0.75,86.34126444595513,0.1958762886597938,0.0013351134846461949,0.2198581560283688,0.7801418439716312,31.279360270080076
611.0,Virgin Cardboard - Cold Chain Box,18.0,18.0,5.0,1.2,90.0,52.0,Cold Chain,Literature,High,0.06186267845003398,0.05,A,1.0,69.02549286199864,0.15463917525773196,0.010680907877169559,0.12056737588652482,0.8794326241134752,32.88897297002862
612.0,Recycled Cardboard - Cold Chain Box,18.0,18.0,5.0,0.82,95.0,48.0,Cold Chain,Estimate,Medium,0.03602991162474507,0.05,A,1.0,70.0588035350102,0.15463917525773196,0.010680907877169559,0.10638297872340426,0.8936170212765957,33.314504884922236
613.0,PU Insulated Cold Chain Box,30.0,40.0,0.0,4.0,30.0,150.0,Cold Chain,Estimate,Medium,0.25220938137321547,0.0,D,0.25,37.41162474507138,0.27835051546391754,0.025367156208277702,0.46808510638297873,0.5319148936170213,27.85248211331567
614.0,EPS Insulated Cold Chain Box,20.0,30.0,0.0,5.0,10.0,70.0,Cold Chain,Literature,High,0.3201903467029232,0.0,D,0.25,34.692386131883076,0.17525773195876287,0.018691588785046728,0.18439716312056736,0.8156028368794326,32.039142048284894
615.0,Vacuum Insulated Panel Insert,50.0,50.0,0.0,15.0,80.0,300.0,Cold Chain,Estimate,Medium,1.0,0.0,B,0.75,22.499999999999996,0.4845360824742268,0.03204272363150868,1.0,0.0,20.342725007914332
616.0,Gel Pack - Reusable,5.0,5.0,0.0,4.0,0.0,200.0,Cold Chain,Estimate,Medium,0.25220938137321547,0.0,D,0.25,37.41162474507138,0.020618556701030927,0.0020026702269692926,0.6453900709219859,0.35460992907801414,11.523120247190741
617.0,Paper-based Gel Pack Pouch,6.0,5.0,80.0,1.0,80.0,80.0,Cold Chain,Estimate,Medium,0.04826648538409245,0.8,B,0.75,84.56934058463631,0.030927835051546393,0.0020026702269692926,0.2198581560283688,0.7801418439716312,24.70144882801987
618.0,Bio-gel Pack,5.0,5.0,50.0,3.0,0.0,180.0,Cold Chain,Estimate,Medium,0.18422841604350781,0.5,D,0.25,55.13086335825969,0.020618556701030927,0.0020026702269692926,0.574468085106383,0.42553191489361697,13.650779821658826
619.0,Recycled Plastic Gel Pack Pouch,6.0,5.0,1.0,2.0,60.0,70.0,Cold Chain,Estimate,Medium,0.11624745071380013,0.01,C,0.5,50.650101971447995,0.030927835051546393,0.0020026702269692926,0.18439716312056736,0.8156028368794326,25.765278615253912
