strength_mpa,weight_capacity_kg,biodegradability_percent,co2_emission_kg_per_kg,recyclability_percent,cost_per_kg,industry_use_case,source_type,confidence_level,co2_emission_norm,biodegradability_norm,recyclability_category,recyclability_score,co2_impact_index,cost_norm,strength_norm,cost_efficiency_index
16.0,11.0,15.0,1.8,55.0,75.0,Protective Packaging,Estimate,Medium,0.1026512576478586,0.15,C,0.5,55.393949694085656,0.202127659574468,0.134020618556701,46.594647949111646
20.0,13.0,1.0,3.5,40.0,80.0,High Performance Packs,Estimate,Medium,0.2182188987083616,0.01,D,0.25,39.07124405166554,0.2198581560283688,0.1752577319587628,47.76997879651971
18.0,12.0,1.0,3.2,30.0,65.0,Protective Packaging,Estimate,Medium,0.1978246091094493,0.01,D,0.25,39.88701563562203,0.1666666666666666,0.1546391752577319,49.39862542955326
14.0,9.0,80.0,1.0,60.0,90.0,Protective Packaging,Estimate,Medium,0.0482664853840924,0.8,C,0.5,77.06934058463631,0.2553191489361702,0.1134020618556701,42.904145645975
10.0,7.0,95.0,0.5,60.0,70.0,Void Fill,Literature,High,0.0142760027192386,0.95,C,0.5,82.92895989123046,0.1843971631205673,0.0721649484536082,44.38838926665204
8.0,6.0,90.0,0.7,88.0,50.0,Void Fill,Estimate,Medium,0.0278721957851801,0.9,B,0.75,88.3851121685928,0.1134751773049645,0.0515463917525773,46.90356072238065
8.0,6.0,92.0,0.6,92.0,48.0,Void Fill,Estimate,Medium,0.0210740992522093,0.92,A,1.0,96.75703602991165,0.1063829787234042,0.0515463917525773,47.258170651458656
12.0,8.0,85.0,0.8,60.0,80.0,Void Fill,Estimate,Medium,0.0346702923181509,0.85,C,0.5,79.11318830727397,0.2198581560283688,0.0927835051546391,43.64626745631352
14.0,9.0,90.0,0.9,55.0,85.0,Protective Packaging,Estimate,Medium,0.0414683888511216,0.9,C,0.5,80.34126444595515,0.2375886524822695,0.1134020618556701,43.79067046867004
18.0,16.0,60.0,1.3,75.0,65.0,Industrial Goods,Estimate,Medium,0.0686607749830047,0.6,B,0.75,77.75356900067982,0.1666666666666666,0.1546391752577319,49.39862542955326
16.0,14.0,70.0,1.0,85.0,60.0,Industrial Goods,Estimate,Medium,0.0482664853840924,0.7,B,0.75,81.56934058463631,0.1489361702127659,0.134020618556701,49.25422241719675
17.0,15.0,65.0,1.1,78.0,72.0,Food Powders,Estimate,Medium,0.0550645819170632,0.65,B,0.75,79.79741672331747,0.1914893617021276,0.1443298969072164,47.64202676025444
20.0,16.0,80.0,1.4,70.0,85.0,Display,Estimate,Medium,0.0754588715159755,0.8,B,0.75,83.48164513936098,0.2375886524822695,0.1752577319587628,46.88345397382467
22.0,18.0,75.0,1.6,65.0,90.0,Print Packaging,Estimate,Medium,0.089055064581917,0.75,C,0.5,73.93779741672331,0.2553191489361702,0.1958762886597938,47.02785698618119
20.0,17.0,78.0,1.3,72.0,82.0,Print Packaging,Estimate,Medium,0.0686607749830047,0.78,B,0.75,83.15356900067982,0.226950354609929,0.1752577319587628,47.415368867441686
65.0,18.0,1.0,3.1,55.0,85.0,Food/Cosmetics,Literature,High,0.1910265125764785,0.01,C,0.5,47.65893949694087,0.2375886524822695,0.6391752577319587,70.07933026248446
65.0,18.0,1.0,2.0,70.0,82.0,Food/Cosmetics,Estimate,Medium,0.1162474507138001,0.01,B,0.75,58.15010197144799,0.226950354609929,0.6391752577319587,70.61124515610149
55.0,16.0,1.0,2.6,45.0,80.0,Personal Care,Literature,High,0.1570360299116247,0.01,D,0.25,41.518558803535015,0.2198581560283688,0.5360824742268041,65.81121590992176
55.0,16.0,1.0,1.9,60.0,76.0,Personal Care,Estimate,Medium,0.1094493541808293,0.01,C,0.5,50.92202583276683,0.2056737588652482,0.5360824742268041,66.5204357680778
60.0,18.0,1.0,3.0,50.0,80.0,Beverages,Literature,High,0.1842284160435078,0.01,C,0.5,47.93086335825969,0.2198581560283688,0.5876288659793815,68.38853549755063
60.0,18.0,1.0,2.0,70.0,82.0,Beverages,Estimate,Medium,0.1162474507138001,0.01,B,0.75,58.15010197144799,0.226950354609929,0.5876288659793815,68.03392556847263
70.0,10.0,0.0,2.4,95.0,130.0,Cosmetics,Estimate,Medium,0.1434398368456832,0.0,A,1.0,64.26240652617268,0.3971631205673759,0.6907216494845361,64.67792644585802
65.0,9.0,1.0,7.0,90.0,140.0,Cosmetics,Estimate,Medium,0.4561522773623385,0.01,A,1.0,52.05390890550645,0.4326241134751773,0.6391752577319587,60.32755721283907
85.0,40.0,0.0,8.0,90.0,120.0,Bulk Liquids,Literature,High,0.5241332426920462,0.0,A,1.0,49.03467029231815,0.3617021276595745,0.845360824742268,74.18293485413467
85.0,40.0,0.0,5.0,95.0,110.0,Bulk Liquids,Estimate,Medium,0.3201903467029232,0.0,A,1.0,57.19238613188307,0.3262411347517731,0.845360824742268,75.95598449952475
70.0,35.0,1.0,4.0,50.0,100.0,Bulk Liquids,Estimate,Medium,0.2522093813732154,0.01,C,0.5,45.211624745071376,0.2907801418439716,0.6907216494845361,69.99707538202821
70.0,35.0,1.0,3.0,65.0,95.0,Bulk Liquids,Estimate,Medium,0.1842284160435078,0.01,C,0.5,47.93086335825969,0.2730496453900709,0.6907216494845361,70.88360020472327
80.0,100.0,1.0,10.0,60.0,200.0,Bulk Liquids,Estimate,Medium,0.6600951733514616,0.01,C,0.5,28.89619306594153,0.6453900709219859,0.7938144329896907,57.42121810338524
30.0,1000.0,60.0,3.0,60.0,80.0,Logistics,Literature,High,0.1842284160435078,0.6,C,0.5,65.63086335825969,0.2198581560283688,0.2783505154639175,52.92461797177743
30.0,1000.0,60.0,2.0,75.0,70.0,Logistics,Estimate,Medium,0.1162474507138001,0.6,B,0.75,75.850101971448,0.1843971631205673,0.2783505154639175,54.6976676171675
40.0,1200.0,1.0,5.0,50.0,120.0,Logistics,Estimate,Medium,0.3201903467029232,0.01,C,0.5,42.49238613188307,0.3617021276595745,0.3814432989690721,50.98705856547488
40.0,1200.0,1.0,3.5,65.0,110.0,Logistics,Estimate,Medium,0.2182188987083616,0.01,C,0.5,46.57124405166554,0.3262411347517731,0.3814432989690721,52.76010821086496
25.0,800.0,75.0,1.5,70.0,90.0,Logistics,Estimate,Medium,0.0822569680489462,0.75,B,0.75,81.70972127804215,0.2553191489361702,0.2268041237113402,48.5742487387585
38.0,1100.0,20.0,3.5,55.0,130.0,Logistics,Estimate,Medium,0.2182188987083616,0.2,C,0.5,52.27124405166553,0.3971631205673759,0.3608247422680412,48.18308108503327
45.0,1500.0,1.0,12.0,85.0,240.0,Logistics,Estimate,Medium,0.7960571040108769,0.01,B,0.75,30.95771583956492,0.7872340425531915,0.4329896907216495,32.2877824084229
40.0,12.0,1.0,2.4,50.0,70.0,Shrink Bundling,Literature,High,0.1434398368456832,0.01,C,0.5,49.56240652617267,0.1843971631205673,0.3814432989690721,59.85230679242524
40.0,12.0,1.0,1.8,65.0,68.0,Shrink Bundling,Estimate,Medium,0.1026512576478586,0.01,C,0.5,51.19394969408566,0.1773049645390071,0.3814432989690721,60.20691672150325
42.0,13.0,1.0,2.3,55.0,72.0,Shrink Bundling,Estimate,Medium,0.1366417403127124,0.01,C,0.5,49.8343303874915,0.1914893617021276,0.4020618556701031,60.52862469839877
35.0,11.0,20.0,1.6,55.0,90.0,Shrink Bundling,Estimate,Medium,0.089055064581917,0.2,C,0.5,57.43779741672333,0.2553191489361702,0.3298969072164948,53.72888791401624
20.0,15.0,80.0,0.9,85.0,60.0,Bundle Strapping,Estimate,Medium,0.0414683888511216,0.8,B,0.75,84.84126444595513,0.1489361702127659,0.1752577319587628,51.31607808729984
55.0,20.0,1.0,2.5,30.0,50.0,Bundle Strapping,Literature,High,0.1502379333786539,0.01,D,0.25,41.79048266485385,0.1134751773049645,0.5360824742268041,71.130364846092
55.0,20.0,1.0,1.8,50.0,48.0,Bundle Strapping,Estimate,Medium,0.1026512576478586,0.01,C,0.5,51.19394969408566,0.1063829787234042,0.5360824742268041,71.48497477517
65.0,25.0,1.0,3.0,40.0,70.0,Heavy Strapping,Estimate,Medium,0.1842284160435078,0.01,D,0.25,40.430863358259685,0.1843971631205673,0.6391752577319587,72.73890473056956
65.0,25.0,1.0,2.0,60.0,68.0,Heavy Strapping,Estimate,Medium,0.1162474507138001,0.01,C,0.5,50.650101971448,0.1773049645390071,0.6391752577319587,73.09351465964757
80.0,30.0,0.0,6.0,90.0,90.0,Heavy Strapping,Literature,High,0.3881713120326308,0.0,A,1.0,54.473147518694766,0.2553191489361702,0.7938144329896907,76.92476420267602
40.0,12.0,30.0,1.7,60.0,80.0,Light Bundling,Estimate,Medium,0.0958531611148878,0.3,C,0.5,60.165873555404495,0.2198581560283688,0.3814432989690721,58.079257147035165
12.0,5.0,80.0,0.8,85.0,40.0,Box Sealing,Literature,High,0.0346702923181509,0.8,B,0.75,85.11318830727396,0.0780141843971631,0.0927835051546391,50.7384660378738
12.0,5.0,82.0,0.6,90.0,38.0,Box Sealing,Estimate,Medium,0.0210740992522093,0.82,A,1.0,93.75703602991165,0.0709219858156028,0.0927835051546391,51.093075966951815
25.0,6.0,1.0,2.3,30.0,35.0,Box Sealing,Literature,High,0.1366417403127124,0.01,D,0.25,42.33433038749151,0.0602836879432624,0.2268041237113402,58.32602178840389
25.0,6.0,1.0,1.7,50.0,34.0,Box Sealing,Estimate,Medium,0.0958531611148878,0.01,C,0.5,51.465873555404485,0.0567375886524822,0.2268041237113402,58.5033267529429
22.0,6.0,30.0,1.5,45.0,45.0,Box Sealing,Estimate,Medium,0.0822569680489462,0.3,D,0.25,53.20972127804215,0.0957446808510638,0.1958762886597938,55.0065803904365
14.0,6.0,80.0,0.9,88.0,42.0,Box Sealing,Estimate,Medium,0.0414683888511216,0.8,B,0.75,84.84126444595513,0.0851063829787234,0.1134020618556701,51.41478394384733
18.0,6.0,85.0,0.7,60.0,55.0,Box Sealing,Estimate,Medium,0.0278721957851801,0.85,C,0.5,79.3851121685928,0.1312056737588652,0.1546391752577319,51.17167507494334
14.0,12.0,5.0,1.12,90.0,44.0,E-commerce,Estimate,Medium,0.0564242012236573,0.05,A,1.0,69.2430319510537,0.0921985815602836,0.1134020618556701,51.06017401476932
18.0,20.0,5.0,1.2,90.0,48.0,E-commerce,Estimate,Medium,0.0618626784500339,0.05,A,1.0,69.02549286199864,0.1063829787234042,0.1546391752577319,52.41280982671639
14.0,12.0,5.0,0.78,95.0,39.0,E-commerce,Estimate,Medium,0.0333106730115567,0.05,A,1.0,70.16757307953773,0.0744680851063829,0.1134020618556701,51.94669883746435
18.0,20.0,5.0,0.85,95.0,44.0,E-commerce,Estimate,Medium,0.0380693405846363,0.05,A,1.0,69.97722637661454,0.0921985815602836,0.1546391752577319,53.12202968487241
16.0,15.0,5.0,1.16,88.0,47.0,Display Boxes,Estimate,Medium,0.0591434398368456,0.05,B,0.75,61.634262406526176,0.1028368794326241,0.134020618556701,51.55918695620385
16.0,15.0,5.0,0.86,92.0,42.0,Display Boxes,Estimate,Medium,0.0387491502379333,0.05,A,1.0,69.95003399048268,0.0851063829787234,0.134020618556701,52.44571177889888
20.0,25.0,5.0,1.25,88.0,52.0,Industrial,Estimate,Medium,0.0652617267165193,0.05,B,0.75,61.38953093133923,0.1205673758865248,0.1752577319587628,52.7345178036119
20.0,25.0,5.0,0.9,93.0,48.0,Industrial,Estimate,Medium,0.0414683888511216,0.05,A,1.0,69.84126444595513,0.1063829787234042,0.1752577319587628,53.44373766176793
12.0,10.0,5.0,1.05,92.0,40.0,Light Goods,Estimate,Medium,0.0516655336505778,0.05,A,1.0,69.4333786539769,0.0780141843971631,0.0927835051546391,50.7384660378738
12.0,10.0,5.0,0.76,96.0,36.0,Light Goods,Estimate,Medium,0.0319510537049626,0.05,A,1.0,70.22195785180149,0.0638297872340425,0.0927835051546391,51.44768589602984
4.0,4.0,5.0,0.55,90.0,25.0,Void Fill/Wrap,Estimate,Medium,0.017675050985724,0.05,A,1.0,70.79299796057103,0.0248226950354609,0.0103092783505154,49.274329165752725
5.0,5.0,5.0,0.6,88.0,32.0,Print Inserts,Estimate,Medium,0.0210740992522093,0.05,B,0.75,63.15703602991163,0.0496453900709219,0.0206185567010309,48.54865833150545
6.0,5.0,5.0,0.95,80.0,38.0,Print Inserts,Estimate,Medium,0.044867437117607,0.05,B,0.75,62.20530251529573,0.0709219858156028,0.0309278350515463,48.00029246179718
3.0,3.0,5.0,0.5,92.0,20.0,Protective Wrap,Estimate,Medium,0.0142760027192386,0.05,A,1.0,70.92895989123046,0.0070921985815602,0.0,49.645390070921984
3.0,3.0,5.0,0.85,85.0,22.0,Protective Wrap,Estimate,Medium,0.0380693405846363,0.05,B,0.75,62.47722637661455,0.0141843971631205,0.0,49.29078014184397
10.0,8.0,5.0,1.1,82.0,40.0,Cartons,Estimate,Medium,0.0550645819170632,0.05,B,0.75,61.79741672331747,0.0780141843971631,0.0721649484536082,49.707538202822256
10.0,8.0,5.0,0.8,90.0,35.0,Cartons,Estimate,Medium,0.0346702923181509,0.05,A,1.0,70.11318830727397,0.0602836879432624,0.0721649484536082,50.594063025517286
12.0,10.0,5.0,1.2,80.0,45.0,Multipacks,Estimate,Medium,0.0618626784500339,0.05,B,0.75,61.52549286199864,0.0957446808510638,0.0927835051546391,49.85194121517877
12.0,10.0,5.0,0.9,88.0,40.0,Multipacks,Estimate,Medium,0.0414683888511216,0.05,B,0.75,62.34126444595513,0.0780141843971631,0.0927835051546391,50.7384660378738
14.0,12.0,5.0,1.3,78.0,55.0,Cartons,Estimate,Medium,0.0686607749830047,0.05,B,0.75,61.25356900067982,0.1312056737588652,0.1134020618556701,49.109819404840245
55.0,11.0,70.0,0.7,60.0,135.0,Hot Fill Packs,Estimate,Medium,0.0278721957851801,0.7,C,0.5,74.8851121685928,0.4148936170212766,0.5360824742268041,56.05944286027638
50.0,10.0,85.0,0.5,70.0,125.0,Cold Foods,Estimate,Medium,0.0142760027192386,0.85,B,0.75,87.42895989123046,0.3794326241134751,0.4845360824742268,55.25517291803759
60.0,12.0,75.0,0.8,65.0,140.0,Durables,Estimate,Medium,0.0346702923181509,0.75,C,0.5,76.11318830727397,0.4326241134751773,0.5876288659793815,57.75023762521021
65.0,14.0,70.0,0.9,60.0,145.0,Durables,Estimate,Medium,0.0414683888511216,0.7,C,0.5,74.34126444595513,0.450354609929078,0.6391752577319587,59.44103239014403
52.0,11.0,80.0,0.6,68.0,130.0,General Packaging,Estimate,Medium,0.0210740992522093,0.8,C,0.5,78.15703602991164,0.3971631205673759,0.5051546391752577,55.399575930394086
35.0,7.0,90.0,0.55,68.0,108.0,Food Wrap,Estimate,Medium,0.017675050985724,0.9,C,0.5,81.29299796057104,0.3191489361702128,0.3298969072164948,50.53739855231411
45.0,9.0,80.0,0.65,70.0,115.0,Food Packs,Estimate,Medium,0.0244731475186947,0.8,B,0.75,85.52107409925222,0.3439716312056737,0.4329896907216495,54.45090297579879
32.0,7.0,85.0,0.6,65.0,104.0,Window Packs,Estimate,Medium,0.0210740992522093,0.85,C,0.5,79.65703602991164,0.3049645390070922,0.2989690721649484,49.70022665789281
34.0,8.0,85.0,0.62,65.0,106.0,General Wraps,Estimate,Medium,0.0224337185588035,0.85,C,0.5,79.60265125764786,0.3120567375886525,0.3195876288659793,50.37654456386635
30.0,8.0,80.0,0.7,70.0,110.0,Snack Packs,Estimate,Medium,0.0278721957851801,0.8,B,0.75,85.3851121685928,0.3262411347517731,0.2783505154639175,47.60546903560722
65.0,16.0,1.0,3.3,45.0,90.0,Retort Packs,Estimate,Medium,0.2046227056424201,0.01,D,0.25,39.6150917743032,0.2553191489361702,0.6391752577319587,69.19280543978942
60.0,15.0,1.0,3.5,40.0,95.0,Snack Packs,Estimate,Medium,0.2182188987083616,0.01,D,0.25,39.07124405166554,0.2730496453900709,0.5876288659793815,65.72896102946552
62.0,16.0,1.0,3.4,45.0,100.0,High Barrier Films,Estimate,Medium,0.2114208021753908,0.01,D,0.25,39.34316791298437,0.2907801418439716,0.6082474226804123,65.87336404182203
64.0,18.0,1.0,3.2,50.0,85.0,Bottle Preforms,Estimate,Medium,0.1978246091094493,0.01,C,0.5,47.38701563562204,0.2375886524822695,0.6288659793814433,69.5638663449587
70.0,20.0,1.0,3.6,45.0,110.0,Thermoforming,Estimate,Medium,0.2250169952413324,0.01,D,0.25,38.79932019034671,0.3262411347517731,0.6907216494845361,68.22402573663815
80.0,25.0,1.0,3.4,50.0,95.0,Pipe/Conduit,Estimate,Medium,0.2114208021753908,0.01,C,0.5,46.84316791298437,0.2730496453900709,0.7938144329896907,76.038239379981
68.0,20.0,1.0,3.1,55.0,87.0,Blow Bottles,Estimate,Medium,0.1910265125764785,0.01,C,0.5,47.65893949694087,0.2446808510638297,0.6701030927835051,71.27111208598377
60.0,16.0,1.0,3.0,55.0,83.0,Thin Wall,Estimate,Medium,0.1842284160435078,0.01,C,0.5,47.93086335825969,0.2304964539007092,0.5876288659793815,67.8566206039336
70.0,22.0,1.0,3.3,50.0,90.0,Heavy Containers,Estimate,Medium,0.2046227056424201,0.01,C,0.5,47.1150917743032,0.2553191489361702,0.6907216494845361,71.7701250274183
58.0,16.0,1.0,2.9,50.0,80.0,Shopping Bags,Estimate,Medium,0.177430319510537,0.01,C,0.5,48.202787219578525,0.2198581560283688,0.5670103092783505,67.35760766249909
60.0,15.0,1.0,1.9,80.0,95.0,Food Packs,Estimate,Medium,0.1094493541808293,0.01,B,0.75,58.42202583276684,0.2730496453900709,0.5876288659793815,65.72896102946552
60.0,15.0,1.0,1.7,75.0,85.0,Fibers/Straps,Estimate,Medium,0.0958531611148878,0.01,B,0.75,58.96587355540448,0.2375886524822695,0.5876288659793815,67.5020106748556
58.0,14.0,1.0,1.6,70.0,82.0,Textiles,Estimate,Medium,0.089055064581917,0.01,B,0.75,59.237797416723325,0.226950354609929,0.5670103092783505,67.00299773342107
60.0,15.0,1.0,1.6,80.0,92.0,Trays,Estimate,Medium,0.089055064581917,0.01,B,0.75,59.237797416723325,0.2624113475177305,0.5876288659793815,66.26087592308254
60.0,15.0,1.0,1.5,85.0,98.0,Bottles,Estimate,Medium,0.0822569680489462,0.01,B,0.75,59.50972127804215,0.2836879432624113,0.5876288659793815,65.19704613584851
10.0,6.0,88.0,0.42,75.0,55.0,Hot Drinks,Estimate,Medium,0.0088375254928619,0.88,B,0.75,88.54649898028552,0.1312056737588652,0.0721649484536082,47.047963734737145
10.0,6.0,90.0,0.4,78.0,52.0,Cold Drinks,Estimate,Medium,0.0074779061862678,0.9,B,0.75,89.20088375254929,0.1205673758865248,0.0721649484536082,47.57987862835417
15.0,9.0,85.0,0.45,78.0,58.0,Food Service,Estimate,Medium,0.0108769544527532,0.85,B,0.75,87.56492182188987,0.1418439716312056,0.1237113402061855,49.093368428749
14.0,10.0,88.0,0.43,80.0,57.0,Meal Trays,Estimate,Medium,0.009517335146159,0.88,B,0.75,88.51930659415365,0.1382978723404255,0.1134020618556701,48.75520947576223
11.0,7.0,90.0,0.41,80.0,53.0,Food Trays,Estimate,Medium,0.0081577158395649,0.9,B,0.75,89.1736913664174,0.1241134751773049,0.0824742268041237,47.91803758134094
9.0,5.0,88.0,0.48,75.0,54.0,Electronics,Literature,High,0.0129163834126444,0.88,B,0.75,88.38334466349423,0.1276595744680851,0.0618556701030927,46.70980478175039
11.0,7.0,85.0,0.52,73.0,58.0,Electronics,Estimate,Medium,0.0156356220258327,0.85,B,0.75,87.37457511896669,0.1418439716312056,0.0824742268041237,47.0315127586459
12.0,8.0,82.0,0.55,70.0,60.0,Electronics,Estimate,Medium,0.017675050985724,0.82,B,0.75,86.39299796057104,0.1489361702127659,0.0927835051546391,47.19236674709366
10.0,6.0,86.0,0.5,75.0,56.0,Beverage,Estimate,Medium,0.0142760027192386,0.86,B,0.75,87.72895989123045,0.1347517730496454,0.0721649484536082,46.87065877019814
8.0,4.0,90.0,0.47,78.0,52.0,Cosmetics,Estimate,Medium,0.0122365737593473,0.9,B,0.75,89.01053704962611,0.1205673758865248,0.0515463917525773,46.54895079330263
18.0,25.0,5.0,1.25,90.0,50.0,Shipping,Literature,High,0.0652617267165193,0.05,A,1.0,68.88953093133922,0.1134751773049645,0.1546391752577319,52.05819989763838
17.0,22.0,5.0,1.22,92.0,49.0,Display,Estimate,Medium,0.0632222977566281,0.05,A,1.0,68.97110808973488,0.1099290780141844,0.1443298969072164,51.7200409446516
15.0,18.0,5.0,1.15,92.0,46.0,Small Packs,Estimate,Medium,0.0584636301835485,0.05,A,1.0,69.16145479265805,0.0992907801418439,0.1237113402061855,51.221028003217086
14.0,16.0,5.0,1.12,92.0,44.0,Micro Packs,Estimate,Medium,0.0564242012236573,0.05,A,1.0,69.2430319510537,0.0921985815602836,0.1134020618556701,51.06017401476932
16.0,20.0,5.0,1.2,92.0,48.0,Regular Slotted,Estimate,Medium,0.0618626784500339,0.05,A,1.0,69.02549286199864,0.1063829787234042,0.134020618556701,51.381881991664834
19.0,8.0,90.0,0.6,70.0,100.0,Gift Wrap,Estimate,Medium,0.0210740992522093,0.9,B,0.75,88.65703602991162,0.2907801418439716,0.1649484536082474,43.70841558821379
22.0,10.0,88.0,0.65,65.0,95.0,Industrial Wrap,Estimate,Medium,0.0244731475186947,0.88,C,0.5,80.42107409925222,0.2730496453900709,0.1958762886597938,46.14133216348614
20.0,8.0,88.0,0.62,68.0,110.0,Premium Packaging,Estimate,Medium,0.0224337185588035,0.88,C,0.5,80.50265125764787,0.3262411347517731,0.1752577319587628,42.45082986034949
21.0,9.0,88.0,0.63,68.0,105.0,Brand Wraps,Estimate,Medium,0.0231135282121006,0.88,C,0.5,80.47545887151598,0.3085106382978723,0.1855670103092783,43.852818600570295
18.0,7.0,92.0,0.55,75.0,90.0,General Wraps,Estimate,Medium,0.017675050985724,0.92,B,0.75,89.39299796057104,0.2553191489361702,0.1546391752577319,44.96600131607809
24.0,11.0,95.0,0.5,85.0,88.0,Retail Bags,Estimate,Medium,0.0142760027192386,0.95,B,0.75,90.42895989123043,0.2482269503546099,0.2164948453608247,48.41339475031074
26.0,13.0,95.0,0.52,85.0,92.0,Shopping Bags,Estimate,Medium,0.0156356220258327,0.95,B,0.75,90.37457511896667,0.2624113475177305,0.2371134020618556,48.73510272720626
23.0,10.0,95.0,0.49,87.0,86.0,Promo Bags,Estimate,Medium,0.0135961930659415,0.95,B,0.75,90.45615227736234,0.2411347517730496,0.2061855670103092,48.25254076186298
29.0,16.0,93.0,0.55,83.0,98.0,Heavy Retail Bags,Estimate,Medium,0.017675050985724,0.93,B,0.75,89.69299796057103,0.2836879432624113,0.268041237113402,49.21766469254953
21.0,9.0,95.0,0.48,88.0,84.0,Gift Bags,Estimate,Medium,0.0129163834126444,0.95,B,0.75,90.48334466349422,0.2340425531914893,0.1855670103092783,47.57622285588945
50.0,12.0,80.0,0.55,70.0,125.0,Food Packs,Literature,High,0.017675050985724,0.8,B,0.75,85.79299796057104,0.3794326241134751,0.4845360824742268,55.25517291803759
52.0,13.0,78.0,0.6,68.0,130.0,Electronics,Estimate,Medium,0.0210740992522093,0.78,C,0.5,77.55703602991163,0.3971631205673759,0.5051546391752577,55.399575930394086
55.0,14.0,75.0,0.65,65.0,135.0,Durables,Estimate,Medium,0.0244731475186947,0.75,C,0.5,76.5210740992522,0.4148936170212766,0.5360824742268041,56.05944286027638
49.0,11.0,80.0,0.56,70.0,122.0,Print Packaging,Estimate,Medium,0.018354860639021,0.8,B,0.75,85.76580557443916,0.3687943262411347,0.4742268041237113,55.27162389412883
51.0,12.0,78.0,0.6,68.0,128.0,Snacks,Estimate,Medium,0.0210740992522093,0.78,C,0.5,77.55703602991163,0.3900709219858156,0.4948453608247423,55.23872194194633
48.0,11.0,80.0,0.5,70.0,120.0,Bottles,Estimate,Medium,0.0142760027192386,0.8,B,0.75,85.92895989123045,0.3617021276595745,0.4639175257731959,55.11076990568107
47.0,11.0,78.0,0.55,68.0,123.0,Snacks,Estimate,Medium,0.017675050985724,0.78,C,0.5,77.69299796057105,0.3723404255319149,0.4536082474226804,54.06339109453827
45.0,10.0,80.0,0.5,70.0,118.0,Window Packs,Estimate,Medium,0.0142760027192386,0.8,B,0.75,85.92895989123045,0.3546099290780142,0.4329896907216495,53.91898808218176
42.0,9.0,80.0,0.6,65.0,115.0,Foam Packs,Estimate,Medium,0.0210740992522093,0.8,C,0.5,78.15703602991164,0.3439716312056737,0.4020618556701031,52.90451122322146
50.0,12.0,78.0,0.58,68.0,125.0,Closures,Estimate,Medium,0.0197144799456152,0.78,C,0.5,77.61142080217539,0.3794326241134751,0.4845360824742268,55.25517291803759
31.0,8.0,85.0,0.6,65.0,106.0,Confectionery,Estimate,Medium,0.0210740992522093,0.85,C,0.5,79.65703602991164,0.3120567375886525,0.2886597938144329,48.83015281128903
29.0,7.0,87.0,0.59,67.0,104.0,Snacks,Estimate,Medium,0.0203942895989123,0.87,C,0.5,80.28422841604352,0.3049645390070922,0.268041237113402,48.1538349053155
33.0,8.0,80.0,0.7,60.0,112.0,Snacks,Estimate,Medium,0.0278721957851801,0.8,C,0.5,77.8851121685928,0.3333333333333333,0.3092783505154639,48.79725085910653
30.0,8.0,85.0,0.62,65.0,108.0,Brand Packs,Estimate,Medium,0.0224337185588035,0.85,C,0.5,79.60265125764786,0.3191489361702128,0.2783505154639175,47.96007896468524
31.0,8.0,85.0,0.61,65.0,109.0,Fresh Produce,Estimate,Medium,0.0217539089055064,0.85,C,0.5,79.62984364377975,0.3226950354609929,0.2886597938144329,48.298237917672
65.0,15.0,1.0,7.8,90.0,140.0,Household,Estimate,Medium,0.5105370496261047,0.01,A,1.0,49.878518014955816,0.4326241134751773,0.6391752577319587,60.32755721283907
68.0,18.0,1.0,8.1,90.0,150.0,Converters,Estimate,Medium,0.5309313392250169,0.01,A,1.0,49.062746430999326,0.4680851063829787,0.6701030927835051,60.10089932002632
72.0,18.0,1.0,8.3,92.0,160.0,Pharma,Literature,High,0.5445275322909586,0.01,A,1.0,48.51889870836166,0.5035460992907801,0.711340206185567,60.38970534473936
74.0,19.0,1.0,8.4,90.0,165.0,Pharma,Estimate,Medium,0.5513256288239293,0.01,A,1.0,48.24697484704283,0.5212765957446809,0.7319587628865979,60.53410835709585
70.0,20.0,1.0,8.5,85.0,155.0,Snack Packs,Estimate,Medium,0.5581237253569001,0.01,B,0.75,40.475050985724,0.4858156028368794,0.6907216494845361,60.24530233238284
80.0,15.0,0.0,2.4,95.0,120.0,Cosmetics,Literature,High,0.1434398368456832,0.0,A,1.0,64.26240652617268,0.3617021276595745,0.7938144329896907,71.60561526650582
85.0,18.0,0.0,2.5,95.0,118.0,Pharma,Estimate,Medium,0.1502379333786539,0.0,A,1.0,63.99048266485384,0.3546099290780142,0.845360824742268,74.53754478321268
88.0,20.0,0.0,2.6,95.0,122.0,Edible Oil,Estimate,Medium,0.1570360299116247,0.0,A,1.0,63.71855880353501,0.3687943262411347,0.8762886597938144,75.37471667763398
83.0,17.0,0.0,2.4,95.0,118.0,Sauces,Estimate,Medium,0.1434398368456832,0.0,A,1.0,64.26240652617268,0.3546099290780142,0.8247422680412371,73.50661694816114
92.0,22.0,0.0,2.7,95.0,130.0,Spirits,Estimate,Medium,0.1638341264445955,0.0,A,1.0,63.446634942216185,0.3971631205673759,0.9175257731958762,76.01813263142502
78.0,19.0,0.0,6.0,90.0,100.0,Beverages,Literature,High,0.3881713120326308,0.0,A,1.0,54.473147518694766,0.2907801418439716,0.7731958762886598,74.12078672223441
80.0,22.0,0.0,6.1,90.0,102.0,Canned Food,Estimate,Medium,0.3949694085656016,0.0,A,1.0,54.20122365737594,0.2978723404255319,0.7938144329896907,74.79710462820795
