product_id,product_name,category,product_weight_kg,fragility_index,shipping_type,normalized_product_weight,fragility_level
804,USB Flash Drive - Secure,Electronics,0.07,2,Air,0.004375,
805,Router - Dual Antenna,Electronics,0.69,3,Road,0.043125,
806,"LED Monitor 24"" Slim",Electronics,3.9,4,Sea,0.24375,
807,"Smart TV 60""",Electronics,12.2,4,Sea,0.7625,
808,Graphic Tablet - Advanced,Electronics,1.25,4,Air,0.078125,
809,Office Paper Ream - White,Paper Product,2.1,1,Road,0.13125,high
810,Notebook - Large,Paper Product,0.55,1,Road,0.034375,high
811,Book - Detective,Paper Product,0.96,1,Road,0.06,high
812,Diary - Planner,Paper Product,0.53,1,Road,0.033125,high
813,Children Story Book - Dinosaurs,Paper Product,0.48,1,Road,0.03,high
814,Coloring Book Set - Space,Paper Product,1.13,1,Road,0.070625,high
815,Recipe Book - Healthy Eating,Paper Product,0.71,1,Road,0.044375,high
816,Planner Notebook - Yearly,Paper Product,0.57,1,Air,0.035625,high
817,Hardcover Novel - Classic,Paper Product,1.09,1,Road,0.068125,high
818,Magazine Bundle - Cooking,Paper Product,0.87,1,Road,0.054375,high
819,Perfume Bottle - Night Bloom,Cosmetics,0.25,4,Road,0.015625,
820,Perfume Set - Night Bloom,Cosmetics,0.86,4,Road,0.05375,
821,Shampoo Bottle - Hydrating,Cosmetics,0.42,3,Road,0.02625,
822,Shampoo Pack - Thick Hair,Cosmetics,0.62,3,Road,0.03875,
823,Face Serum Bottle - Youth,Cosmetics,0.19,4,Road,0.011875,
824,Lipstick - Deep Red,Cosmetics,0.11,3,Road,0.006875,
825,Compact Powder - Fair,Cosmetics,0.12,3,Road,0.0075,
826,Eyeshadow Kit - Jewel,Cosmetics,0.27,3,Road,0.016875,
827,Nail Polish Set - Bold,Cosmetics,0.3,3,Road,0.01875,
828,Sunscreen Lotion SPF35,Cosmetics,0.33,2,Road,0.020625,
829,Beard Oil Bottle - Ocean,Cosmetics,0.17,3,Road,0.010625,
830,Hair Gel Jar - Glossy,Cosmetics,0.38,2,Road,0.02375,
831,Medicine Pack - Metabolism,Pharmacy,0.17,3,Air,0.010625,
832,Medicine Syrup - Bronchial,Pharmacy,0.33,3,Air,0.020625,
833,Vitamin Bottle - Detox,Pharmacy,0.29,3,Road,0.018125,
834,Vitamin Box - Sleep,Pharmacy,0.58,3,Road,0.03625,
835,First Aid Kit - Premium Home,Pharmacy,1.0,3,Road,0.0625,
836,Digital Thermometer - Bluetooth,Pharmacy,0.12,3,Air,0.0075,
837,Glucose Meter - Wireless,Pharmacy,0.26,3,Air,0.01625,
838,Eye Drop Bottle - Allergy Care,Pharmacy,0.05,3,Air,0.003125,
839,Nasal Spray - Fresh Air,Pharmacy,0.09,3,Air,0.005625,
840,Bandage Roll - Soft Grip,Pharmacy,0.22,2,Road,0.01375,
841,Water Bottle - Gradient,Drinkware,0.73,3,Road,0.045625,
842,Travel Tumbler - Grip Handle,Drinkware,0.49,3,Road,0.030625,
843,Thermos Flask - Duo,Drinkware,0.84,3,Road,0.0525,
844,Glass Bottle - Tall,Drinkware,0.94,4,Sea,0.05875,
845,Wine Bottle - Premium Blend,Drinkware,1.37,4,Sea,0.085625,
846,Juice Pack - Guava,Drinkware,1.01,3,Road,0.063125,
847,Energy Drink - Max Power,Drinkware,0.6,2,Road,0.0375,
848,Snack Pack - Crunchy Mix,Food,0.43,2,Road,0.026875,
849,Snack Bag - Spicy Lime,Food,0.31,2,Road,0.019375,
850,Snack Box - Combo,Food,1.2,2,Road,0.075,
851,Chocolate Box - Fruit & Nut,Food,0.7,2,Air,0.04375,
852,Cereal Box - Honey Oats,Food,0.61,2,Road,0.038125,
853,Cereal Packet - Cinnamon,Food,0.52,2,Road,0.0325,
854,Tea Box - Mint,Food,0.34,2,Air,0.02125,
855,Coffee Pack - Caramel,Food,0.4,2,Air,0.025,
856,Granola Pack - Cranberry,Food,0.63,2,Road,0.039375,
857,Instant Noodles Pack - Tomato,Food,0.53,2,Road,0.033125,
858,Rice Bag 10kg Premium,Food,10.0,1,Sea,0.625,high
859,Sugar Pack 10kg Premium,Food,10.0,1,Sea,0.625,high
860,Cookie Tin - Choco Mix,Food,1.32,2,Road,0.0825,
861,Protein Bar Pack - Fruit,Food,0.52,2,Road,0.0325,
862,Snack Mix - Deluxe,Food,0.68,2,Road,0.0425,
863,Chocolate Bag - Mixed,Food,0.48,2,Air,0.03,
864,Spice Jar Set - Kitchen Pro,Food,0.95,2,Air,0.059375,
865,Frozen Veggie Pack - Stir Fry,Food,1.26,2,Air,0.07875,
866,Smartphone - Ultra Camera,Electronics,0.35,5,Air,0.021875,
867,Smartphone - Long Life,Electronics,0.34,5,Air,0.02125,
868,Tablet - Artist,Electronics,0.7,4,Air,0.04375,
869,Tablet Device - Office Slim,Electronics,0.6,4,Air,0.0375,
870,Laptop - Heavy Duty,Electronics,3.4,5,Air,0.2125,
871,Headphones - DJ,Electronics,0.42,4,Air,0.02625,
872,Bluetooth Speaker - Rugged,Electronics,1.6,4,Road,0.1,
873,Power Bank - Rugged,Electronics,0.34,3,Air,0.02125,
874,USB Flash Drive - Compact,Electronics,0.06,2,Air,0.00375,
875,Router - Tri-Band,Electronics,0.75,3,Road,0.046875,
876,"LED Monitor 30""",Electronics,4.8,4,Sea,0.3,
877,"Smart TV 62""",Electronics,12.8,4,Sea,0.8,
878,Graphic Tablet - Pro Studio,Electronics,1.35,4,Air,0.084375,
879,Office Paper Ream - Smooth,Paper Product,2.4,1,Road,0.15,high
880,Notebook - Classic,Paper Product,0.51,1,Road,0.031875,high
881,Book - Collection,Paper Product,1.2,1,Road,0.075,high
882,Diary - Premium,Paper Product,0.56,1,Road,0.035,high
883,Children Story Book - Princess,Paper Product,0.49,1,Road,0.030625,high
884,Coloring Book Set - Fantasy,Paper Product,1.12,1,Road,0.07,high
885,Recipe Book - Desserts,Paper Product,0.72,1,Road,0.045,high
886,Planner Notebook - Office,Paper Product,0.55,1,Air,0.034375,high
887,Hardcover Novel - Bestseller,Paper Product,1.11,1,Road,0.069375,high
888,Magazine Bundle - Mixed,Paper Product,0.9,1,Road,0.05625,high
889,Perfume Bottle - Spring,Cosmetics,0.23,4,Road,0.014375,
890,Perfume Set - Spring,Cosmetics,0.82,4,Road,0.05125,
891,Shampoo Bottle - Color Care,Cosmetics,0.43,3,Road,0.026875,
892,Shampoo Pack - Gentle,Cosmetics,0.61,3,Road,0.038125,
893,Face Serum Bottle - Firming,Cosmetics,0.19,4,Road,0.011875,
894,Lipstick - Soft Pink,Cosmetics,0.11,3,Road,0.006875,
895,Compact Powder - Beige Sand,Cosmetics,0.13,3,Road,0.008125,
896,Eyeshadow Kit - Neutral,Cosmetics,0.26,3,Road,0.01625,
897,Nail Polish Set - Fashion,Cosmetics,0.3,3,Road,0.01875,
898,Sunscreen Lotion SPF28,Cosmetics,0.3,2,Road,0.01875,
899,Beard Oil Bottle - Forest,Cosmetics,0.17,3,Road,0.010625,
900,Hair Gel Jar - Sport,Cosmetics,0.39,2,Road,0.024375,
901,Medicine Pack - Heart Health,Pharmacy,0.18,3,Air,0.01125,
902,Medicine Syrup - Kids Cold,Pharmacy,0.29,3,Air,0.018125,
903,Vitamin Bottle - Vision,Pharmacy,0.28,3,Road,0.0175,
904,Vitamin Box - Senior Care,Pharmacy,0.59,3,Road,0.036875,
905,First Aid Kit - Universal,Pharmacy,1.05,3,Road,0.065625,
906,Digital Thermometer - Pro,Pharmacy,0.12,3,Air,0.0075,
907,Glucose Meter - USB,Pharmacy,0.27,3,Air,0.016875,
908,Eye Drop Bottle - Ultra Moist,Pharmacy,0.05,3,Air,0.003125,
909,Nasal Spray - Relief,Pharmacy,0.09,3,Air,0.005625,
910,Bandage Roll - Stretch,Pharmacy,0.23,2,Road,0.014375,
911,Water Bottle - Office,Drinkware,0.71,3,Road,0.044375,
912,Travel Tumbler - Sipper,Drinkware,0.46,3,Road,0.02875,
913,Thermos Flask - Premium,Drinkware,0.83,3,Road,0.051875,
914,Glass Bottle - Clear,Drinkware,0.92,4,Sea,0.0575,
915,Wine Bottle - Classic Blend,Drinkware,1.35,4,Sea,0.084375,
916,Juice Pack - Orange,Drinkware,1.02,3,Road,0.06375,
917,Energy Drink - Blue,Drinkware,0.59,2,Road,0.036875,
918,Snack Pack - Tandoori,Food,0.41,2,Road,0.025625,
919,Snack Bag - Herb,Food,0.3,2,Road,0.01875,
920,Snack Box - Friends Pack,Food,1.18,2,Road,0.07375,
921,Chocolate Box - Crispy,Food,0.68,2,Air,0.0425,
922,Cereal Box - Kids Honey,Food,0.57,2,Road,0.035625,
923,Cereal Packet - Almond,Food,0.51,2,Road,0.031875,
924,Tea Box - Assam,Food,0.36,2,Air,0.0225,
925,Coffee Pack - Strong Roast,Food,0.4,2,Air,0.025,
926,Granola Pack - Cashew,Food,0.62,2,Road,0.03875,
927,Instant Noodles Pack - Masala,Food,0.53,2,Road,0.033125,
928,Rice Bag 5kg Premium,Food,5.0,1,Sea,0.3125,high
929,Sugar Pack 5kg Premium,Food,5.0,1,Sea,0.3125,high
930,Cookie Tin - Classic,Food,1.2,2,Road,0.075,
931,Protein Bar Pack - Berry,Food,0.52,2,Road,0.0325,
932,Snack Mix - Travel,Food,0.64,2,Road,0.04,
933,Chocolate Bag - Truffle,Food,0.47,2,Air,0.029375,
934,Spice Jar Set - Premium Mix,Food,0.96,2,Air,0.06,
935,Frozen Veggie Pack - Garden Mix,Food,1.27,2,Air,0.079375,
936,Smartphone - Entry,Electronics,0.29,5,Air,0.018125,
937,Smartphone - Performance,Electronics,0.35,5,Air,0.021875,
938,Tablet - Standard,Electronics,0.6,4,Air,0.0375,
939,Tablet Device - Compact,Electronics,0.53,4,Air,0.033125,
940,Laptop - Compact,Electronics,2.0,5,Air,0.125,
941,Headphones - Wireless Pro,Electronics,0.36,4,Air,0.0225,
942,Bluetooth Speaker - Barrel,Electronics,1.2,4,Road,0.075,
943,Power Bank - Ultra Slim,Electronics,0.2,3,Air,0.0125,
944,USB Flash Drive - Metal,Electronics,0.06,2,Air,0.00375,
945,Router - Compact,Electronics,0.5,3,Road,0.03125,
946,"LED Monitor 26""",Electronics,4.2,4,Sea,0.2625,
947,"Smart TV 54""",Electronics,10.8,4,Sea,0.675,
948,Graphic Tablet - Portable,Electronics,0.9,4,Air,0.05625,
949,Office Paper Ream - Standard,Paper Product,2.2,1,Road,0.1375,high
950,Notebook - Medium,Paper Product,0.5,1,Road,0.03125,high
951,Book - Novel Set,Paper Product,1.15,1,Road,0.071875,high
952,Diary - A5,Paper Product,0.48,1,Road,0.03,high
953,Children Story Book - Heroes 2,Paper Product,0.47,1,Road,0.029375,high
954,Coloring Book Set - Jungle,Paper Product,1.1,1,Road,0.06875,high
955,Recipe Book - Breakfast,Paper Product,0.69,1,Road,0.043125,high
956,Planner Notebook - Student,Paper Product,0.52,1,Air,0.0325,high
957,Hardcover Novel - Limited,Paper Product,1.12,1,Road,0.07,high
958,Magazine Bundle - Art,Paper Product,0.86,1,Road,0.05375,high
959,Perfume Bottle - Fresh Air,Cosmetics,0.22,4,Road,0.01375,
960,Perfume Set - Fresh Air,Cosmetics,0.81,4,Road,0.050625,
961,Shampoo Bottle - Quick Wash,Cosmetics,0.4,3,Road,0.025,
962,Shampoo Pack - Family Care,Cosmetics,0.63,3,Road,0.039375,
963,Face Serum Bottle - Daily Care,Cosmetics,0.18,4,Road,0.01125,
964,Lipstick - Wine,Cosmetics,0.11,3,Road,0.006875,
965,Compact Powder - Honey,Cosmetics,0.13,3,Road,0.008125,
966,Eyeshadow Kit - Warm,Cosmetics,0.25,3,Road,0.015625,
967,Nail Polish Set - Classic Red,Cosmetics,0.29,3,Road,0.018125,
968,Sunscreen Lotion SPF22,Cosmetics,0.29,2,Road,0.018125,
969,Beard Oil Bottle - Woody,Cosmetics,0.17,3,Road,0.010625,
970,Hair Gel Jar - Texture,Cosmetics,0.37,2,Road,0.023125,
971,Medicine Pack - Sugar Control,Pharmacy,0.18,3,Air,0.01125,
972,Medicine Syrup - Night,Pharmacy,0.31,3,Air,0.019375,
973,Vitamin Bottle - Cardio,Pharmacy,0.3,3,Road,0.01875,
974,Vitamin Box - Active,Pharmacy,0.58,3,Road,0.03625,
975,First Aid Kit - All Purpose,Pharmacy,0.98,3,Road,0.06125,
976,Digital Thermometer - Fast,Pharmacy,0.11,3,Air,0.006875,
977,Glucose Meter - Compact Pro,Pharmacy,0.23,3,Air,0.014375,
978,Eye Drop Bottle - Clear Vision,Pharmacy,0.05,3,Air,0.003125,
979,Nasal Spray - Gentle Mist,Pharmacy,0.08,3,Air,0.005,
980,Bandage Roll - Breathable,Pharmacy,0.21,2,Road,0.013125,
981,Water Bottle - Ultra,Drinkware,0.74,3,Road,0.04625,
982,Travel Tumbler - Dual,Drinkware,0.48,3,Road,0.03,
983,Thermos Flask - Sports,Drinkware,0.8,3,Road,0.05,
984,Glass Bottle - Light,Drinkware,0.88,4,Sea,0.055,
985,Wine Bottle - Fine Red,Drinkware,1.33,4,Sea,0.083125,
986,Juice Pack - Pineapple,Drinkware,1.03,3,Road,0.064375,
987,Energy Drink - Punch,Drinkware,0.6,2,Road,0.0375,
988,Snack Pack - Salt & Vinegar,Food,0.4,2,Road,0.025,
989,Snack Bag - Peri Peri,Food,0.31,2,Road,0.019375,
990,Snack Box - Mega,Food,1.25,2,Road,0.078125,
991,Chocolate Box - Rich,Food,0.7,2,Air,0.04375,
992,Cereal Box - Choco Flakes,Food,0.6,2,Road,0.0375,
993,Cereal Packet - Honey Nut,Food,0.52,2,Road,0.0325,
994,Tea Box - Herbal Classic,Food,0.37,2,Air,0.023125,
995,Coffee Pack - Premium Roast,Food,0.41,2,Air,0.025625,
996,Granola Pack - Deluxe,Food,0.64,2,Road,0.04,
997,Instant Noodles Pack - Classic,Food,0.54,2,Road,0.03375,
998,Rice Bag 12kg,Food,12.0,1,Sea,0.75,high
999,Sugar Pack 12kg,Food,12.0,1,Sea,0.75,high
1000,Cookie Tin - King Size,Food,1.4,2,Road,0.0875,
1001,Wireless Mouse - Gaming,Electronics,0.16,3,Air,0.01,
1002,Wireless Mouse - Silent,Electronics,0.15,3,Air,0.009375,
1003,Wireless Mouse - Vertical,Electronics,0.18,3,Air,0.01125,
1004,Smartphone - Gaming Edition,Electronics,0.36,5,Air,0.0225,
1005,Smartphone - Compact Lite,Electronics,0.28,5,Air,0.0175,
1006,Smartphone - Business Max,Electronics,0.37,5,Air,0.023125,
1007,Tablet - Kids Fun,Electronics,0.52,4,Air,0.0325,
1008,Tablet - Reading Pro,Electronics,0.57,4,Air,0.035625,
1009,Tablet - Graphic,Electronics,0.69,4,Air,0.043125,
1010,Laptop - Office Slim,Electronics,2.2,5,Air,0.1375,
1011,Laptop - Office Heavy,Electronics,2.9,5,Air,0.18125,
1012,Laptop - Creator Pro,Electronics,3.0,5,Air,0.1875,
1013,Headphones - In-Ear,Electronics,0.12,4,Air,0.0075,
1014,Headphones - Over-Ear,Electronics,0.4,4,Air,0.025,
1015,Headphones - Wireless Lite,Electronics,0.3,4,Air,0.01875,
1016,Bluetooth Speaker - Cube,Electronics,0.6,4,Road,0.0375,
1017,Bluetooth Speaker - Round,Electronics,0.7,4,Road,0.04375,
1018,Bluetooth Speaker - Slim,Electronics,0.5,4,Road,0.03125,
1019,Power Bank - 10000mAh,Electronics,0.25,3,Air,0.015625,
1020,Power Bank - 20000mAh,Electronics,0.4,3,Air,0.025,
1021,Power Bank - 5000mAh,Electronics,0.18,3,Air,0.01125,
1022,USB Flash Drive - 4GB,Electronics,0.05,2,Air,0.003125,
1023,USB Flash Drive - 2-in-1,Electronics,0.06,2,Air,0.00375,
1024,USB Flash Drive - 3.0,Electronics,0.05,2,Air,0.003125,
1025,Router - Home WiFi,Electronics,0.52,3,Road,0.0325,
1026,Router - Office WiFi,Electronics,0.7,3,Road,0.04375,
1027,Router - Travel WiFi,Electronics,0.4,3,Road,0.025,
1028,"LED Monitor 20""",Electronics,3.3,4,Sea,0.20625,
1029,"LED Monitor 28""",Electronics,4.9,4,Sea,0.30625,
1030,"LED Monitor 34""",Electronics,6.3,4,Sea,0.39375,
1031,"Smart TV 39""",Electronics,7.9,4,Sea,0.49375,
1032,"Smart TV 47""",Electronics,9.3,4,Sea,0.58125,
1033,"Smart TV 70""",Electronics,15.0,4,Sea,0.9375,
1034,Graphic Tablet - Beginner,Electronics,0.78,4,Air,0.04875,
1035,Graphic Tablet - Mid,Electronics,1.05,4,Air,0.065625,
1036,Graphic Tablet - Expert,Electronics,1.4,4,Air,0.0875,
1037,Office Paper Ream - A4,Paper Product,2.3,1,Road,0.14375,high
1038,Office Paper Ream - A3,Paper Product,3.8,1,Road,0.2375,high
1039,Office Paper Ream - Legal,Paper Product,2.6,1,Road,0.1625,high
1040,Notebook - Pocket,Paper Product,0.25,1,Road,0.015625,high
1041,Notebook - Classic Ruled,Paper Product,0.48,1,Road,0.03,high
1042,Notebook - Dotted,Paper Product,0.47,1,Road,0.029375,high
1043,Book - Romance Novel,Paper Product,0.9,1,Road,0.05625,high
1044,Book - Mystery Novel,Paper Product,0.93,1,Road,0.058125,high
1045,Book - Non-Fiction,Paper Product,1.0,1,Road,0.0625,high
1046,Diary - Travel,Paper Product,0.45,1,Road,0.028125,high
1047,Diary - Executive,Paper Product,0.6,1,Road,0.0375,high
1048,Diary - Pocket Slim,Paper Product,0.3,1,Road,0.01875,high
1049,Children Story Book - Bedtime,Paper Product,0.4,1,Road,0.025,high
1050,Children Story Book - Adventures,Paper Product,0.5,1,Road,0.03125,high
1051,Coloring Book Set - Kids Pack,Paper Product,1.2,1,Road,0.075,high
1052,Coloring Book Set - Giant Pack,Paper Product,1.6,1,Road,0.1,high
1053,Coloring Book Set - Travel Pack,Paper Product,0.9,1,Road,0.05625,high
1054,Recipe Book - Starters,Paper Product,0.6,1,Road,0.0375,high
1055,Recipe Book - Mains,Paper Product,0.7,1,Road,0.04375,high
1056,Recipe Book - Sweets,Paper Product,0.68,1,Road,0.0425,high
1057,Planner Notebook - Budget,Paper Product,0.52,1,Air,0.0325,high
1058,Planner Notebook - Fitness,Paper Product,0.53,1,Air,0.033125,high
1059,Planner Notebook - Travel Log,Paper Product,0.54,1,Air,0.03375,high
1060,Hardcover Novel - Volume 1,Paper Product,1.0,1,Road,0.0625,high
1061,Hardcover Novel - Volume 2,Paper Product,1.05,1,Road,0.065625,high
1062,Hardcover Novel - Volume 3,Paper Product,1.1,1,Road,0.06875,high
1063,Magazine Bundle - Weekly Mix,Paper Product,0.82,1,Road,0.05125,high
1064,Magazine Bundle - Monthly Mix,Paper Product,0.9,1,Road,0.05625,high
1065,Magazine Bundle - Quarterly,Paper Product,0.95,1,Road,0.059375,high
1066,Perfume Bottle - Floral Day,Cosmetics,0.23,4,Road,0.014375,
1067,Perfume Bottle - Night Oud,Cosmetics,0.26,4,Road,0.01625,
1068,Perfume Bottle - Citrus Fresh,Cosmetics,0.22,4,Road,0.01375,
1069,Perfume Set - Floral, Cosmetics,0.8,4,Road,0.05,
1070,Perfume Set - Oud, Cosmetics,0.9,4,Road,0.05625,
1071,Perfume Set - Citrus, Cosmetics,0.78,4,Road,0.04875,
1072,Shampoo Bottle - Herbal Shine,Cosmetics,0.42,3,Road,0.02625,
1073,Shampoo Bottle - Deep Clean,Cosmetics,0.41,3,Road,0.025625,
1074,Shampoo Bottle - Repair Plus,Cosmetics,0.43,3,Road,0.026875,
1075,Shampoo Pack - Value Trio,Cosmetics,0.75,3,Road,0.046875,
1076,Shampoo Pack - Salon, Cosmetics,0.85,3,Road,0.053125,
1077,Shampoo Pack - Travel Minis,Cosmetics,0.5,3,Road,0.03125,
1078,Face Serum Bottle - Collagen,Cosmetics,0.18,4,Road,0.01125,
1079,Face Serum Bottle - Retinol,Cosmetics,0.17,4,Road,0.010625,
1080,Face Serum Bottle - Hyaluronic,Cosmetics,0.19,4,Road,0.011875,
1081,Lipstick - Velvet Red,Cosmetics,0.11,3,Road,0.006875,
1082,Lipstick - Nude Brown,Cosmetics,0.1,3,Road,0.00625,
1083,Lipstick - Orange Pop,Cosmetics,0.1,3,Road,0.00625,
1084,Compact Powder - Porcelain,Cosmetics,0.12,3,Road,0.0075,
1085,Compact Powder - Tan,Cosmetics,0.13,3,Road,0.008125,
1086,Compact Powder - Deep,Cosmetics,0.14,3,Road,0.00875,
1087,Eyeshadow Kit - Smoky Night,Cosmetics,0.26,3,Road,0.01625,
1088,Eyeshadow Kit - Golden Hour,Cosmetics,0.25,3,Road,0.015625,
1089,Eyeshadow Kit - Matte Nudes,Cosmetics,0.24,3,Road,0.015,
1090,Nail Polish Set - Reds Collection,Cosmetics,0.3,3,Road,0.01875,
1091,Nail Polish Set - Nudes Collection,Cosmetics,0.29,3,Road,0.018125,
1092,Nail Polish Set - Party Collection,Cosmetics,0.32,3,Road,0.02,
1093,Sunscreen Lotion SPF12,Cosmetics,0.27,2,Road,0.016875,
1094,Sunscreen Lotion SPF32,Cosmetics,0.31,2,Road,0.019375,
1095,Sunscreen Lotion SPF55,Cosmetics,0.36,2,Road,0.0225,
1096,Beard Oil Bottle - Classic Wood,Cosmetics,0.17,3,Road,0.010625,
1097,Beard Oil Bottle - Citrus Mint,Cosmetics,0.16,3,Road,0.01,
1098,Beard Oil Bottle - Royal Oud,Cosmetics,0.18,3,Road,0.01125,
1099,Hair Gel Jar - Firm,Cosmetics,0.36,2,Road,0.0225,
1100,Hair Gel Jar - Sport Max,Cosmetics,0.4,2,Road,0.025,
1101,Medicine Pack - Bone Support,Pharmacy,0.19,3,Air,0.011875,
1102,Medicine Pack - Liver Care,Pharmacy,0.2,3,Air,0.0125,
1103,Medicine Pack - Brain Boost,Pharmacy,0.18,3,Air,0.01125,
1104,Medicine Syrup - Adult Cough,Pharmacy,0.35,3,Air,0.021875,
1105,Medicine Syrup - Kids Relief,Pharmacy,0.3,3,Air,0.01875,
1106,Medicine Syrup - Sore Throat Pro,Pharmacy,0.34,3,Air,0.02125,
1107,Vitamin Bottle - Daily Women,Pharmacy,0.27,3,Road,0.016875,
1108,Vitamin Bottle - Daily Men,Pharmacy,0.28,3,Road,0.0175,
1109,Vitamin Bottle - Kids Gummies,Pharmacy,0.26,3,Road,0.01625,
1110,Vitamin Box - Complete Pack,Pharmacy,0.6,3,Road,0.0375,
1111,Vitamin Box - Immunity Pack,Pharmacy,0.57,3,Road,0.035625,
1112,Vitamin Box - Wellness Pack,Pharmacy,0.62,3,Road,0.03875,
1113,First Aid Kit - Car Plus,Pharmacy,0.75,3,Road,0.046875,
1114,First Aid Kit - Sports,Pharmacy,0.85,3,Road,0.053125,
1115,First Aid Kit - Travel Lite,Pharmacy,0.6,3,Road,0.0375,
1116,Digital Thermometer - Ear,Pharmacy,0.12,3,Air,0.0075,
1117,Digital Thermometer - Forehead,Pharmacy,0.11,3,Air,0.006875,
1118,Digital Thermometer - Multi,Pharmacy,0.13,3,Air,0.008125,
1119,Glucose Meter - Lite,Pharmacy,0.21,3,Air,0.013125,
1120,Glucose Meter - Smart App,Pharmacy,0.25,3,Air,0.015625,
1121,Glucose Meter - Family,Pharmacy,0.27,3,Air,0.016875,
1122,Eye Drop Bottle - Red Eye,Pharmacy,0.05,3,Air,0.003125,
1123,Eye Drop Bottle - Night Moist,Pharmacy,0.05,3,Air,0.003125,
1124,Eye Drop Bottle - Daily Fresh,Pharmacy,0.05,3,Air,0.003125,
1125,Nasal Spray - Gentle Kids,Pharmacy,0.07,3,Air,0.004375,
1126,Nasal Spray - Strong Adults,Pharmacy,0.09,3,Air,0.005625,
1127,Nasal Spray - Menthol Fresh,Pharmacy,0.08,3,Air,0.005,
1128,Bandage Roll - Extra Long,Pharmacy,0.24,2,Road,0.015,
1129,Bandage Roll - Medium,Pharmacy,0.21,2,Road,0.013125,
1130,Bandage Roll - Short,Pharmacy,0.19,2,Road,0.011875,
1131,Water Bottle - Gym,Drinkware,0.76,3,Road,0.0475,
1132,Water Bottle - Travel Steel,Drinkware,0.8,3,Road,0.05,
1133,Water Bottle - Kids Flip,Drinkware,0.55,3,Road,0.034375,
1134,Travel Tumbler - Car,Drinkware,0.5,3,Road,0.03125,
1135,Travel Tumbler - Grip Steel,Drinkware,0.52,3,Road,0.0325,
1136,Travel Tumbler - Classic Black,Drinkware,0.49,3,Road,0.030625,
1137,Thermos Flask - XL,Drinkware,0.9,3,Road,0.05625,
1138,Thermos Flask - Mini,Drinkware,0.6,3,Road,0.0375,
1139,Thermos Flask - Duo Steel,Drinkware,0.86,3,Road,0.05375,
1140,Glass Bottle - Premium,Drinkware,0.95,4,Sea,0.059375,
1141,Glass Bottle - Slim,Drinkware,0.9,4,Sea,0.05625,
1142,Glass Bottle - Short,Drinkware,0.88,4,Sea,0.055,
1143,Wine Bottle - Table Red,Drinkware,1.32,4,Sea,0.0825,
1144,Wine Bottle - Table White,Drinkware,1.31,4,Sea,0.081875,
1145,Wine Bottle - Reserve Blend,Drinkware,1.38,4,Sea,0.08625,
1146,Juice Pack - Apple Mix,Drinkware,1.06,3,Road,0.06625,
1147,Juice Pack - Berry Mix,Drinkware,1.05,3,Road,0.065625,
1148,Juice Pack - Citrus Punch,Drinkware,1.07,3,Road,0.066875,
1149,Energy Drink - Classic Can,Drinkware,0.58,2,Road,0.03625,
1150,Energy Drink - Tall Can,Drinkware,0.63,2,Road,0.039375,
1151,Energy Drink - Sugar Free,Drinkware,0.6,2,Road,0.0375,
1152,Snack Pack - Salted Chips,Food,0.38,2,Road,0.02375,
1153,Snack Pack - Masala Chips,Food,0.39,2,Road,0.024375,
1154,Snack Pack - Plain Wafers,Food,0.37,2,Road,0.023125,
1155,Snack Bag - Sweet Chili,Food,0.3,2,Road,0.01875,
1156,Snack Bag - Cream & Onion,Food,0.31,2,Road,0.019375,
1157,Snack Bag - BBQ Spice,Food,0.3,2,Road,0.01875,
1158,Snack Box - Mini Party,Food,0.95,2,Road,0.059375,
1159,Snack Box - Office Share,Food,1.05,2,Road,0.065625,
1160,Snack Box - Big Party,Food,1.35,2,Road,0.084375,
1161,Chocolate Box - Dark Mix,Food,0.7,2,Air,0.04375,
1162,Chocolate Box - Milk Mix,Food,0.69,2,Air,0.043125,
1163,Chocolate Box - Caramel Mix,Food,0.71,2,Air,0.044375,
1164,Cereal Box - Choco Crunch,Food,0.6,2,Road,0.0375,
1165,Cereal Box - Honey Crunch,Food,0.59,2,Road,0.036875,
1166,Cereal Box - Fruit Crunch,Food,0.61,2,Road,0.038125,
1167,Cereal Packet - Classic Oats,Food,0.5,2,Road,0.03125,
1168,Cereal Packet - Masala Oats,Food,0.51,2,Road,0.031875,
1169,Cereal Packet - Fruit Oats,Food,0.52,2,Road,0.0325,
1170,Tea Box - Cardamom,Food,0.36,2,Air,0.0225,
1171,Tea Box - Ginger,Food,0.36,2,Air,0.0225,
1172,Tea Box - Tulsi,Food,0.35,2,Air,0.021875,
1173,Coffee Pack - Classic Brew,Food,0.4,2,Air,0.025,
1174,Coffee Pack - Dark Brew,Food,0.41,2,Air,0.025625,
1175,Coffee Pack - Light Brew,Food,0.39,2,Air,0.024375,
1176,Granola Pack - Nut & Seed,Food,0.63,2,Road,0.039375,
1177,Granola Pack - Fruit & Nut,Food,0.64,2,Road,0.04,
1178,Granola Pack - Honey & Seed,Food,0.62,2,Road,0.03875,
1179,Instant Noodles Pack - Classic Cup,Food,0.4,2,Road,0.025,
1180,Instant Noodles Pack - Spicy Cup,Food,0.41,2,Road,0.025625,
1181,Instant Noodles Pack - Veg Cup,Food,0.39,2,Road,0.024375,
1182,Rice Bag 2kg Classic,Food,2.0,1,Road,0.125,high
1183,Rice Bag 3kg Classic,Food,3.0,1,Road,0.1875,high
