category,product_weight_kg,fragility_index,shipping_type,material_type,packaging_type,supplier_region,biodegradation_time_days,recycled_content_percent,reusability_percent,load_handling_score,moisture_resistance_score,thermal_resistance_score,material_suitability_score,supplier_sustainability_compliance_percent,co2_impact_index,co2_impact_score,cost_impact_score,final_sustainability_score
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,EMEA,21746.0,39.0,83.0,9.0,8.0,7.0,-8624.0,82.0,2,0.6325611451593909,0.7558521142594572,0.7804342175526564
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,ROW,46640.0,42.0,94.0,9.0,8.0,7.0,-18577.8,88.0,1,0.6412927833273507,0.6135412149759564,0.5289242144924441
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,APAC,84051.0,44.0,94.0,9.0,8.0,8.0,-33541.5,89.0,2,0.6819889283635033,0.5648290158208518,0.15083424782497223
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,EMEA,78380.0,39.0,87.0,9.0,9.0,8.0,-31276.6,87.0,1,0.599783148931333,0.7376478226251264,0.20806479517586915
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,EU,22417.0,38.0,89.0,7.0,9.0,7.0,-8891.250000000002,98.0,2,0.6526754387660135,0.5998061486635888,0.7736758139492111
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,EU,86303.0,40.0,86.0,9.0,9.0,8.0,-34445.700000000004,85.0,1,0.5926946937193729,0.7496437378158156,0.12799078190299165
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,LATAM,89433.0,43.0,90.0,8.0,9.0,8.0,-35695.65,91.0,2,0.680998920423803,0.6573852667302675,0.09640904233884269
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,EMEA,51800.0,38.0,93.0,7.0,9.0,7.0,-20643.45,86.0,2,0.6872557565784241,0.7109213835726246,0.47673803484863053
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,LATAM,52150.0,41.0,86.0,7.0,9.0,8.0,-20784.15,90.0,1,0.5381602586800295,0.764086728939371,0.473176820745693
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,EU,61952.0,43.0,89.0,8.0,9.0,7.0,-24703.500000000004,89.0,1,0.6218145954929584,0.6263046684392812,0.37414466049671175
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,EU,35850.0,44.0,87.0,8.0,7.0,7.0,-14262.85,89.0,2,0.6261614136590106,0.6487469464357016,0.6379514211701156
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,APAC,68093.0,43.0,89.0,8.0,9.0,8.0,-27159.9,92.0,1,0.57142820540732,0.5826676838985337,0.312073627064518
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,APAC,10935.0,36.0,92.0,8.0,7.0,6.0,-4298.4,91.0,1,0.6162037371049638,0.623531209228623,0.8897230421162043
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,LATAM,84260.0,38.0,94.0,8.0,8.0,6.0,-33627.2,88.0,2,0.7072252934169202,0.6044052973119987,0.1486720373268727
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,LATAM,37036.0,41.0,87.0,7.0,7.0,6.0,-14738.3,96.0,2,0.6317141938531743,0.7171768089724848,0.6259414938350872
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,ROW,62453.0,36.0,92.0,8.0,9.0,8.0,-24905.6,90.0,2,0.7105081810661946,0.6388498224470339,0.36904376552700496
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,APAC,68326.0,41.0,89.0,9.0,8.0,8.0,-27253.800000000003,86.0,2,0.6862183320378981,0.6821055860737923,0.3097119640581302
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,LATAM,60408.0,40.0,92.0,8.0,9.0,6.0,-24086.2,88.0,2,0.6962403661976644,0.6199113758908318,0.3897460237316156
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,EU,86202.0,38.0,88.0,8.0,7.0,7.0,-34405.5,94.0,1,0.5945316972880503,0.7188601939849071,0.12900526479519586
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,AMERICAS,41490.0,36.0,88.0,7.0,7.0,7.0,-16521.4,86.0,1,0.6429577269389432,0.7352386113609939,0.5808890677193348
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,APAC,40250.0,36.0,94.0,9.0,9.0,6.0,-16023.9,96.0,1,0.5980202043244662,0.5657411900276361,0.5934494277979675
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,APAC,35850.0,44.0,87.0,9.0,8.0,8.0,-14262.85,89.0,1,0.5553317871818131,0.6499221160528095,0.6379474463911236
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,APAC,52150.0,41.0,86.0,8.0,9.0,6.0,-20784.15,90.0,1,0.5636147139813783,0.7647106789136958,0.4731782954489626
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,AMERICAS,69350.0,41.0,89.0,8.0,8.0,7.0,-27663.4,90.0,2,0.7166927554828539,0.599153141607887,0.29936060194824865
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,EU,46640.0,42.0,94.0,8.0,8.0,8.0,-18577.8,88.0,1,0.6276874638594685,0.59758572863641,0.5289227355030309
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,LATAM,60408.0,40.0,92.0,9.0,8.0,7.0,-24086.2,88.0,1,0.6799578640475754,0.6199113758908318,0.3897450980534801
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,APAC,50911.0,42.0,89.0,7.0,8.0,8.0,-20287.45,90.0,1,0.5768721007303349,0.6003321247724778,0.48572197659179356
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,EU,37036.0,42.0,87.0,9.0,9.0,7.0,-14737.95,96.0,1,0.5810602479141724,0.7264276354559481,0.6259478666554555
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,APAC,52407.0,38.0,87.0,9.0,9.0,7.0,-20887.750000000004,97.0,1,0.5627302007712497,0.7256418230928872,0.47055884038381346
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,LATAM,52150.0,41.0,86.0,7.0,9.0,8.0,-20784.15,90.0,1,0.5381602586800295,0.764086728939371,0.473176820745693
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,LATAM,40250.0,36.0,94.0,9.0,9.0,6.0,-16023.9,96.0,2,0.6401175408843366,0.5855316145039408,0.5934526961613122
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,LATAM,35850.0,44.0,87.0,9.0,8.0,8.0,-14262.85,89.0,1,0.5618839014566083,0.6406916841489424,0.6379474107392005
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,ROW,10935.0,36.0,92.0,8.0,7.0,7.0,-4298.4,91.0,2,0.6612603209972274,0.6565080650359981,0.8897270617873171
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,APAC,69350.0,41.0,89.0,7.0,9.0,8.0,-27663.4,90.0,1,0.6641196315479261,0.6003321247724778,0.2993576652401085
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,EMEA,52150.0,41.0,86.0,9.0,8.0,8.0,-20784.15,90.0,1,0.5281906722428914,0.7694059183613499,0.4731764891651221
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,AMERICAS,46640.0,42.0,94.0,9.0,9.0,7.0,-18577.8,88.0,2,0.6757147284858157,0.567066637830501,0.5289241164272452
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,ROW,35850.0,44.0,87.0,8.0,8.0,7.0,-14262.85,89.0,1,0.6012341408063401,0.5911805768209185,0.637947458585103
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,APAC,60408.0,40.0,92.0,8.0,7.0,7.0,-24086.2,88.0,2,0.6936570674013856,0.5891819631450088,0.38974451808978305
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,AMERICAS,52407.0,38.0,87.0,8.0,9.0,8.0,-20887.750000000004,97.0,2,0.6265299830094768,0.7261603238843234,0.4705624903983446
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,ROW,69350.0,41.0,89.0,9.0,8.0,8.0,-27663.4,90.0,2,0.700207555351811,0.6208440271002817,0.2993606238636982
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,APAC,52150.0,41.0,86.0,7.0,9.0,8.0,-20784.15,90.0,1,0.5307547510042263,0.7647106789136958,0.473176427323967
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,ROW,35850.0,44.0,87.0,9.0,8.0,8.0,-14262.85,89.0,1,0.5610951478347744,0.5911805768209185,0.6379451766392554
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,LATAM,46640.0,42.0,94.0,8.0,8.0,8.0,-18577.8,88.0,2,0.6392329827031944,0.6044052973119987,0.5289236934228833
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,EMEA,52407.0,38.0,87.0,9.0,8.0,7.0,-20887.750000000004,97.0,1,0.5535173428801519,0.7282715239813504,0.4705584329015756
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,AMERICAS,60408.0,40.0,92.0,9.0,8.0,8.0,-24086.2,88.0,2,0.7132250148851568,0.5882077643362984,0.38974558747243876
Electronics,1.35,4,Air,Plastic,Foldable & Stackable Containers,APAC,40250.0,36.0,94.0,9.0,9.0,6.0,-16023.9,96.0,1,0.5980202043244662,0.5657411900276361,0.5934494277979675
Cosmetics,0.23,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),APAC,65.0,93.0,31.0,3.0,3.0,3.0,54.3,88.0,1,0.3013064957434369,0.28519044904077,0.9996705245737852
Cosmetics,0.23,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),ROW,65.0,89.0,31.0,1.0,1.0,4.0,52.9,81.0,0,0.2390075775506659,0.2142566042748103,0.9996284722761488
Cosmetics,0.23,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),LATAM,122.0,92.0,28.0,3.0,2.0,3.0,30.399999999999995,81.0,0,0.2123137606405313,0.2268079545283948,0.9990589987068071
Cosmetics,0.23,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),LATAM,31.0,90.0,34.0,1.0,1.0,3.0,67.6,79.0,0,0.2477339737643866,0.2032411107819673,0.9999999084811422
Cosmetics,0.23,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),EMEA,145.0,85.0,33.0,3.0,3.0,4.0,20.0,80.0,1,0.2817565003681882,0.2010704129213646,0.9987990301411993
Cosmetics,0.23,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),EU,62.0,94.0,34.0,3.0,1.0,4.0,56.6,76.0,1,0.3017042035732382,0.2015548357176664,0.9997249634807708
Cosmetics,0.23,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),AMERICAS,81.0,89.0,31.0,3.0,2.0,3.0,46.5,86.0,0,0.2158372603763329,0.2862262576906859,0.9994686275462267
Cosmetics,0.23,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),EU,157.0,91.0,33.0,1.0,3.0,2.0,17.299999999999997,75.0,0,0.2184394917286867,0.2015548357176664,0.9987272306013383
Cosmetics,0.23,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),EMEA,104.0,84.0,32.0,2.0,1.0,3.0,35.8,84.0,0,0.2072552741487557,0.2225083440226571,0.9991949636448431
Cosmetics,0.23,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),APAC,176.0,87.0,30.0,1.0,2.0,2.0,7.549999999999997,80.0,0,0.2102473759003268,0.2769699968345319,0.9984837447813829
Cosmetics,0.23,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),LATAM,44.0,84.0,27.0,2.0,2.0,4.0,58.55,86.0,0,0.2615701776819223,0.2586750739436754,0.9997744784847789
Cosmetics,0.23,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),AMERICAS,171.0,87.0,36.0,2.0,2.0,3.0,11.049999999999995,78.0,0,0.2086795730685564,0.2141612266951623,0.9985693134442332
Cosmetics,0.23,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),LATAM,66.0,92.0,31.0,3.0,3.0,2.0,53.55,80.0,0,0.2495720855514899,0.2223972898084525,0.9996458564916798
Cosmetics,0.23,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),EU,133.0,88.0,28.0,2.0,3.0,4.0,24.599999999999994,82.0,0,0.2511376979363474,0.2223863551621,0.9989144608794873
Cosmetics,0.23,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),LATAM,139.0,88.0,29.0,1.0,3.0,4.0,22.45,84.0,1,0.2747416005535271,0.24125005647826,0.9988623125102764
Cosmetics,0.23,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),APAC,119.0,94.0,30.0,3.0,3.0,3.0,32.8,78.0,0,0.246953175050522,0.2698220668954628,0.9991235111448474
Cosmetics,0.23,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),AMERICAS,170.0,88.0,29.0,3.0,2.0,3.0,10.049999999999995,74.0,0,0.2087833682156478,0.2594518365473291,0.9985460548286614
Cosmetics,0.23,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),EMEA,122.0,91.0,33.0,3.0,2.0,2.0,31.3,85.0,0,0.2093743591745296,0.204361501455796,0.9990805795115361
Cosmetics,0.23,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),EMEA,137.0,92.0,33.0,2.0,2.0,4.0,25.649999999999995,79.0,0,0.2219852920573811,0.2010704129213646,0.9989383915077448
Cosmetics,0.23,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),EMEA,177.0,91.0,33.0,2.0,3.0,4.0,9.299999999999995,84.0,0,0.2385080791913768,0.2078647756298491,0.9985265132929755
Cosmetics,0.23,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),LATAM,176.0,88.0,32.0,2.0,2.0,4.0,8.399999999999995,83.0,0,0.2309301614578087,0.2160413323130027,0.9985037035876503
Cosmetics,0.23,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),AMERICAS,165.0,84.0,33.0,3.0,1.0,4.0,11.65,80.0,0,0.2385450076555203,0.2170675573526369,0.9985863001307004
Cosmetics,0.23,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),ROW,179.0,88.0,34.0,1.0,2.0,3.0,7.699999999999996,78.0,0,0.2132776804260079,0.203374866777667,0.9984844529365459
Cosmetics,0.23,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),APAC,126.0,87.0,33.0,3.0,3.0,3.0,28.3,84.0,0,0.2251513727458405,0.2250787174868642,0.9990065910512123
Cosmetics,0.23,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),APAC,152.0,92.0,32.0,2.0,3.0,4.0,19.399999999999995,78.0,0,0.2317784324805069,0.2707548128523109,0.9987841098115974
Cosmetics,0.23,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),EU,165.0,91.0,30.0,3.0,3.0,3.0,13.349999999999998,79.0,0,0.2160378910251343,0.2198934767256357,0.9986280996949387
Cosmetics,0.23,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),LATAM,141.0,87.0,31.0,1.0,2.0,3.0,21.8,85.0,0,0.2221002242370722,0.2228765485596663,0.9988420837085153
Cosmetics,0.23,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),APAC,104.0,89.0,31.0,2.0,2.0,3.0,37.3,79.0,0,0.2047439274443316,0.2700830069238121,0.9992348252380946
Cosmetics,0.23,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),ROW,179.0,88.0,34.0,2.0,3.0,4.0,7.699999999999996,78.0,0,0.2413457927669949,0.203374866777667,0.9984860486395684
Cosmetics,0.23,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),AMERICAS,104.0,85.0,32.0,3.0,2.0,3.0,36.14999999999999,84.0,0,0.2091179724970584,0.263031068210862,0.9992057048599327
Cosmetics,0.23,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),LATAM,141.0,92.0,30.0,2.0,2.0,3.0,23.3,85.0,0,0.2097439684175349,0.2256797980802265,0.9988794059269501
Cosmetics,0.23,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),LATAM,122.0,91.0,33.0,1.0,2.0,3.0,31.3,85.0,0,0.2061004539586227,0.2077566991070447,0.9990805435136517
Cosmetics,0.23,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),LATAM,133.0,88.0,29.0,2.0,2.0,3.0,24.849999999999994,82.0,0,0.2061372356665288,0.2271129578874169,0.9989184283411598
Cosmetics,0.23,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),APAC,171.0,87.0,36.0,3.0,3.0,3.0,11.049999999999995,78.0,0,0.2208431371953741,0.2223977054403122,0.9985703691528899
Cosmetics,0.23,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),AMERICAS,133.0,88.0,29.0,1.0,3.0,2.0,24.849999999999994,82.0,0,0.2244412041651159,0.2598339917531764,0.9989209157848847
Cosmetics,0.23,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),AMERICAS,104.0,89.0,31.0,2.0,3.0,2.0,37.3,79.0,0,0.2128223250061024,0.2605548508817848,0.9992348631924297
Cosmetics,0.23,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),EMEA,141.0,92.0,30.0,3.0,3.0,3.0,23.3,85.0,0,0.2354076332285334,0.2204991205545546,0.9988806358577711
Cosmetics,0.82,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),APAC,65.0,93.0,31.0,3.0,3.0,3.0,54.3,88.0,1,0.3014544703504502,0.2854443839215461,0.9996705442146752
Cosmetics,0.82,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),ROW,65.0,89.0,31.0,1.0,1.0,4.0,52.9,81.0,0,0.2390075775506659,0.2146626496721064,0.9996284902304698
Cosmetics,0.82,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),LATAM,122.0,92.0,28.0,3.0,2.0,3.0,30.399999999999995,81.0,0,0.2123216346562794,0.2272139999256908,0.9990590171087745
Cosmetics,0.82,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),LATAM,31.0,90.0,34.0,1.0,1.0,3.0,67.6,79.0,0,0.2476495771964388,0.2032411107819673,0.9999999036831047
Cosmetics,0.82,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),EMEA,145.0,85.0,33.0,3.0,3.0,4.0,20.0,80.0,1,0.2818200784072537,0.2010704129213646,0.9987990337556807
Cosmetics,0.82,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),EU,62.0,94.0,34.0,3.0,1.0,4.0,56.6,76.0,1,0.3017042035732382,0.2015548357176664,0.9997249634807708
Cosmetics,0.82,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),AMERICAS,81.0,89.0,31.0,3.0,2.0,3.0,46.5,86.0,0,0.2158451343920809,0.2864801925714619,0.9994686392222439
Cosmetics,0.82,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),EU,157.0,91.0,33.0,1.0,3.0,2.0,17.299999999999997,75.0,0,0.2183629691764869,0.2015548357176664,0.998727226250947
Cosmetics,0.82,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),EMEA,104.0,84.0,32.0,2.0,1.0,3.0,35.8,84.0,0,0.2072552741487557,0.2227780924775861,0.9991949755724511
Cosmetics,0.82,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),APAC,176.0,87.0,30.0,1.0,2.0,2.0,7.549999999999997,80.0,0,0.2102473759003268,0.2770022987175204,0.998483746209692
Cosmetics,0.82,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),LATAM,44.0,84.0,27.0,2.0,2.0,4.0,58.55,86.0,0,0.2615701776819223,0.2590295944272994,0.9997744941607959
Cosmetics,0.82,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),AMERICAS,171.0,87.0,36.0,2.0,2.0,3.0,11.049999999999995,78.0,0,0.2085951765006086,0.2144212651406817,0.998569320144451
Cosmetics,0.82,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),LATAM,66.0,92.0,31.0,3.0,3.0,2.0,53.55,80.0,0,0.2497279341742513,0.2225301772942892,0.9996458712278005
Cosmetics,0.82,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),EU,133.0,88.0,28.0,2.0,3.0,4.0,24.599999999999994,82.0,0,0.2512856725433607,0.222792400559396,0.9989144872463273
Cosmetics,0.82,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),LATAM,139.0,88.0,29.0,1.0,3.0,4.0,22.45,84.0,1,0.2748895751605404,0.2415198049331891,0.9988623328504034
Cosmetics,0.82,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),APAC,119.0,94.0,30.0,3.0,3.0,3.0,32.8,78.0,0,0.2471090236732833,0.2698543687784513,0.9991235214333221
Cosmetics,0.82,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),AMERICAS,170.0,88.0,29.0,3.0,2.0,3.0,10.049999999999995,74.0,0,0.2087833682156478,0.2594841384303177,0.9985460562569706
Cosmetics,0.82,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),EMEA,122.0,91.0,33.0,3.0,2.0,2.0,31.3,85.0,0,0.2092978366223299,0.204361501455796,0.9990805751611449
Cosmetics,0.82,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),EMEA,137.0,92.0,33.0,2.0,2.0,4.0,25.649999999999995,79.0,0,0.2219087695051813,0.2010704129213646,0.9989383871573536
Cosmetics,0.82,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),EMEA,177.0,91.0,33.0,2.0,3.0,4.0,9.299999999999995,84.0,0,0.238431556639177,0.2078647756298491,0.9985265089425843
Cosmetics,0.82,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),LATAM,176.0,88.0,32.0,2.0,2.0,4.0,8.399999999999995,83.0,0,0.2309301614578087,0.2164473777102987,0.9985037215419713
Cosmetics,0.82,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),AMERICAS,165.0,84.0,33.0,3.0,1.0,4.0,11.65,80.0,0,0.2384606110875725,0.2173275957981563,0.9985863068309183
Cosmetics,0.82,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),ROW,179.0,88.0,34.0,1.0,2.0,3.0,7.699999999999996,78.0,0,0.2131932838580601,0.203374866777667,0.9984844481385081
Cosmetics,0.82,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),APAC,126.0,87.0,33.0,3.0,3.0,3.0,28.3,84.0,0,0.225214950784906,0.2253387559323836,0.9990066061639491
Cosmetics,0.82,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),APAC,152.0,92.0,32.0,2.0,3.0,4.0,19.399999999999995,78.0,0,0.2317863064962549,0.2710106492415191,0.9987841215716948
Cosmetics,0.82,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),EU,165.0,91.0,30.0,3.0,3.0,3.0,13.349999999999998,79.0,0,0.2160457650408823,0.2200263642114724,0.9986281060185404
Cosmetics,0.82,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),LATAM,141.0,87.0,31.0,1.0,2.0,3.0,21.8,85.0,0,0.2221002242370722,0.2231462970145954,0.9988420956361234
Cosmetics,0.82,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),APAC,104.0,89.0,31.0,2.0,2.0,3.0,37.3,79.0,0,0.2047518014600796,0.2701153088068007,0.9992348271140502
Cosmetics,0.82,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),ROW,179.0,88.0,34.0,2.0,3.0,4.0,7.699999999999996,78.0,0,0.2412613961990471,0.203374866777667,0.9984860438415307
Cosmetics,0.82,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),AMERICAS,104.0,85.0,32.0,3.0,2.0,3.0,36.14999999999999,84.0,0,0.2091179724970584,0.2634237655691628,0.9992057222240364
Cosmetics,0.82,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),LATAM,141.0,92.0,30.0,2.0,2.0,3.0,23.3,85.0,0,0.209751842433283,0.2259495465351556,0.9988794183022047
Cosmetics,0.82,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),LATAM,122.0,91.0,33.0,1.0,2.0,3.0,31.3,85.0,0,0.206023931406423,0.2077566991070447,0.9990805391632606
Cosmetics,0.82,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),LATAM,133.0,88.0,29.0,2.0,2.0,3.0,24.849999999999994,82.0,0,0.2061372356665288,0.227519003284713,0.9989184462954809
Cosmetics,0.82,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),APAC,171.0,87.0,36.0,3.0,3.0,3.0,11.049999999999995,78.0,0,0.2207587406274264,0.2226577438858316,0.9985703758531077
Cosmetics,0.82,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),AMERICAS,133.0,88.0,29.0,1.0,3.0,2.0,24.849999999999994,82.0,0,0.2245891787721292,0.2601394515476245,0.9989209377040785
Cosmetics,0.82,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),AMERICAS,104.0,89.0,31.0,2.0,3.0,2.0,37.3,79.0,0,0.2129781736288638,0.2605871527647734,0.9992348734809043
Cosmetics,0.82,4,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),EMEA,141.0,92.0,30.0,3.0,3.0,3.0,23.3,85.0,0,0.2355634818512948,0.2207688690094837,0.9988806566455445
Cosmetics,0.43,3,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),APAC,65.0,93.0,31.0,3.0,3.0,3.0,54.3,88.0,1,0.3014995471390345,0.2845894461274955,0.9996705089741101
Cosmetics,0.43,3,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),ROW,65.0,89.0,31.0,1.0,1.0,4.0,52.9,81.0,0,0.2389403142274137,0.21468379219653,0.999628487341346
Cosmetics,0.43,3,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),LATAM,122.0,92.0,28.0,3.0,2.0,3.0,30.399999999999995,81.0,0,0.2129133675485653,0.2273118434363402,0.999059055075837
Cosmetics,0.43,3,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),LATAM,31.0,90.0,34.0,1.0,1.0,3.0,67.6,79.0,0,0.247656776023804,0.2032035609123525,0.9999999024320037
Cosmetics,0.43,3,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),EMEA,145.0,85.0,33.0,3.0,3.0,4.0,20.0,80.0,1,0.2820807819418569,0.2008968091861415,0.9987990409006362
Cosmetics,0.43,3,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),EU,62.0,94.0,34.0,3.0,1.0,4.0,56.6,76.0,1,0.3022959364655242,0.20137324709341,0.999724989092037
Cosmetics,0.43,3,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),AMERICAS,81.0,89.0,31.0,3.0,2.0,3.0,46.5,86.0,0,0.2158902111806652,0.2839106115269588,0.9994685281644048
